,Pattern,CPR,Encoding,Pattern Complexity,Accuracy,F1Score,Examples,Precision,TH,Recall,Concept,NumExp
239,Double,161.26999999999998,Agent,10,57.4,29.24,[ 570  573 1306  582  158],86.27,0.5,17.6,Orb,5
240,Triplet,156.01,Agent,10,58.0,40.34,[567 400 373 543 437],69.61,0.2,28.4,Level Door,5
241,Triplet,154.66,Agent,10,54.6,18.64,[567 400 373 543 437],89.66,0.5,10.4,Level Door,5
242,Triplet,187.07999999999998,Agent,10,65.6,55.44,[667 608 691 707 742],78.68,0.2,42.8,Green Door,5
243,Triplet,181.76,Agent,10,63.0,44.44,[667 608 691 707 742],89.16,0.5,29.6,Green Door,5
244,Triplet,120.11,Agent,10,51.0,8.24,[ 874 1038  918 1099  972],64.71,0.2,4.4,Key Door,5
245,Triplet,150.6,Agent,10,50.2,0.8,[ 874 1038  918 1099  972],100.0,0.5,0.4,Key Door,5
246,Triplet,197.99,Agent,10,68.2,57.37,[1183 1271 1211 1114 1229],86.99,0.2,42.8,Other Door,5
247,Triplet,152.70999999999998,Agent,10,55.0,21.05,[1183 1271 1211 1114 1229],85.71,0.5,12.0,Other Door,5
248,Triplet,136.14000000000001,Agent,10,53.4,34.73,[ 239  208 1069  294  223],57.94,0.2,24.8,Key,5
249,Triplet,131.4,Agent,10,52.2,13.09,[ 239  208 1069  294  223],72.0,0.5,7.2,Key,5
250,Triplet,153.79999999999998,Agent,10,57.2,33.54,[172 158 582 170 766],75.0,0.2,21.6,Orb,5
251,Triplet,139.10999999999999,Agent,10,51.0,4.67,[172 158 582 170 766],85.71,0.5,2.4,Orb,5
252,Single,206.22,Agent,10,60.2,69.24,[469 360 514 521 460],56.42,0.2,89.6,Level Door,5
253,Single,202.60000000000002,Agent,10,69.8,63.61,[469 360 514 521 460],80.0,0.5,52.8,Level Door,5
254,Single,181.10000000000002,Agent,10,57.0,61.4,[700 695 764 695 637],55.7,0.2,68.4,Green Door,5
255,Single,111.03,Agent,10,50.4,13.89,[700 695 764 695 637],52.63,0.5,8.0,Green Door,5
256,Single,206.23000000000002,Agent,10,63.6,69.47,[975 883 886 985 959],59.83,0.2,82.8,Key Door,5
257,Single,152.20000000000002,Agent,10,56.8,32.08,[975 883 886 985 959],75.0,0.5,20.4,Key Door,5
258,Single,194.07,Agent,10,56.8,65.71,[1333 1319 1164 1286 1230],54.47,0.2,82.8,Other Door,5
259,Single,184.7,Agent,10,64.8,51.91,[1333 1319 1164 1286 1230],81.9,0.5,38.0,Other Door,5
260,Single,170.25,Agent,10,49.2,58.5,[1094  226  843 1058 1079],49.45,0.2,71.6,Key,5
261,Single,121.09,Agent,10,51.6,17.69,[1094  226  843 1058 1079],59.09,0.5,10.4,Key,5
262,Single,235.07999999999998,Agent,10,75.0,78.48,[1345 1330 1027  562  792],68.88,0.2,91.2,Orb,5
263,Single,227.57,Agent,10,77.0,74.04,[1345 1330 1027  562  792],84.97,0.5,65.6,Orb,5
264,Double,226.24,Agent,10,76.6,72.34,[457 596 439 498 435],88.44,0.2,61.2,Level Door,5
265,Double,187.81,Agent,10,63.8,44.65,[457 596 439 498 435],94.81,0.5,29.2,Level Door,5
266,Double,203.46,Agent,10,69.4,66.37,[626 770 814 633 819],73.66,0.2,60.4,Green Door,5
267,Double,185.70999999999998,Agent,10,64.8,50.56,[626 770 814 633 819],84.91,0.5,36.0,Green Door,5
268,Double,162.57,Agent,10,57.8,51.04,[ 999  926 1055  869 1064],60.77,0.2,44.0,Key Door,5
269,Double,148.24,Agent,10,56.0,29.94,[ 999  926 1055  869 1064],73.44,0.5,18.8,Key Door,5
270,Double,109.08,Agent,10,48.6,22.36,[1249 1322 1186 1307 1167],45.68,0.2,14.8,Other Door,5
271,Double,109.96000000000001,Agent,10,50.4,7.46,[1249 1322 1186 1307 1167],55.56,0.5,4.0,Other Door,5
272,Double,143.08,Agent,10,55.0,36.97,[821 232 831 303 205],61.68,0.2,26.4,Key,5
273,Double,146.56,Agent,10,54.4,20.28,[821 232 831 303 205],80.56,0.5,11.6,Key,5
274,Double,174.62,Agent,10,62.4,50.26,[ 159 1306 1345  171 1030],74.22,0.2,38.0,Orb,5
275,Double,160.63000000000002,Agent,10,57.0,27.61,[ 159 1306 1345  171 1030],87.23,0.5,16.4,Orb,5
276,Triplet,199.26999999999998,Agent,10,68.2,56.2,[482 543 351 373 491],90.27,0.2,40.8,Level Door,5
277,Triplet,180.07000000000002,Agent,10,62.0,40.99,[482 543 351 373 491],91.67,0.5,26.4,Level Door,5
278,Triplet,172.84,Agent,10,61.8,45.89,[804 736 612 807 612],78.64,0.2,32.4,Green Door,5
279,Triplet,135.38,Agent,10,52.0,10.45,[804 736 612 807 612],77.78,0.5,5.6,Green Door,5
280,Triplet,152.53,Agent,10,57.2,36.31,[ 946 1068 1072 1050  949],70.93,0.2,24.4,Key Door,5
281,Triplet,132.49,Agent,10,53.0,19.24,[ 946 1068 1072 1050  949],68.29,0.5,11.2,Key Door,5
282,Triplet,155.68,Agent,10,57.6,34.57,[1231 1257 1282 1159 1135],75.68,0.2,22.4,Other Door,5
283,Triplet,152.69,Agent,10,54.2,17.33,[1231 1257 1282 1159 1135],88.89,0.5,9.6,Other Door,5
284,Triplet,144.45,Agent,10,53.8,17.79,[1091  299  272  833  284],80.65,0.2,10.0,Key,5
285,Triplet,145.2,Agent,10,51.6,6.92,[1091  299  272  833  284],90.0,0.5,3.6,Key,5
286,Triplet,204.11,Agent,10,70.0,60.94,[ 551 1315  768 1349  792],87.31,0.2,46.8,Orb,5
287,Triplet,179.65,Agent,10,61.4,38.73,[ 551 1315  768 1349  792],93.85,0.5,24.4,Orb,5
288,Single,219.22,Agent,10,64.4,72.95,[537 405 394 508 387],58.82,0.2,96.0,Level Door,5
289,Single,206.91,Agent,10,71.0,64.02,[537 405 394 508 387],84.31,0.5,51.6,Level Door,5
290,Single,205.47,Agent,10,60.4,69.06,[714 812 652 749 731],56.67,0.2,88.4,Green Door,5
291,Single,196.06,Agent,10,67.6,62.85,[714 812 652 749 731],73.66,0.5,54.8,Green Door,5
292,Single,179.68,Agent,10,49.8,61.45,[1009 1014  967 1004 1039],49.88,0.2,80.0,Key Door,5
293,Single,94.9,Agent,10,45.6,18.56,[1009 1014  967 1004 1039],36.9,0.5,12.4,Key Door,5
294,Single,193.54,Agent,10,58.2,65.57,[1150 1246 1320 1107 1285],55.74,0.2,79.6,Other Door,5
295,Single,148.31,Agent,10,56.0,40.22,[1150 1246 1320 1107 1285],62.71,0.5,29.6,Other Door,5
296,Single,184.08,Agent,10,49.8,62.7,[ 248  290  203  320 1078],49.88,0.2,84.4,Key,5
297,Single,122.16,Agent,10,47.8,34.91,[ 248  290  203  320 1078],46.36,0.5,28.0,Key,5
298,Single,209.04000000000002,Agent,10,57.6,69.63,[1049  187  591 1301  589],54.24,0.2,97.2,Orb,5
299,Single,186.5,Agent,10,65.4,56.86,[1049  187  591 1301  589],75.5,0.5,45.6,Orb,5
300,Double,209.24,Agent,10,71.4,67.87,[388 363 476 469 368],77.44,0.2,60.4,Level Door,5
301,Double,191.96999999999997,Agent,10,66.2,52.39,[388 363 476 469 368],88.57,0.5,37.2,Level Door,5
302,Double,199.09,Agent,10,67.8,65.23,[828 658 661 747 607],70.89,0.2,60.4,Green Door,5
303,Double,193.8,Agent,10,67.4,58.73,[828 658 661 747 607],80.0,0.5,46.4,Green Door,5
304,Double,141.76000000000002,Agent,10,54.6,37.12,[1098 1000  862 1042 1021],60.36,0.2,26.8,Key Door,5
305,Double,153.6,Agent,10,51.2,4.69,[1098 1000  862 1042 1021],100.0,0.5,2.4,Key Door,5
306,Double,217.39,Agent,10,74.0,68.6,[1251 1126 1274 1308 1158],86.59,0.2,56.8,Other Door,5
307,Double,179.27999999999997,Agent,10,61.0,37.3,[1251 1126 1274 1308 1158],95.08,0.5,23.2,Other Door,5
308,Double,160.26,Agent,10,58.0,48.53,[843 813 250 299 341],62.66,0.2,39.6,Key,5
309,Double,146.16,Agent,10,53.8,17.2,[843 813 250 299 341],82.76,0.5,9.6,Key,5
310,Double,206.44000000000003,Agent,10,69.4,68.45,[ 793 1012 1043  175  187],70.64,0.2,66.4,Orb,5
311,Double,150.03,Agent,10,56.6,33.64,[ 793 1012 1043  175  187],71.43,0.5,22.0,Orb,5
312,Triplet,207.69,Agent,10,70.2,58.95,[541 505 503 468 397],94.69,0.2,42.8,Level Door,5
313,Triplet,175.27,Agent,10,59.0,30.98,[541 505 503 468 397],97.87,0.5,18.4,Level Door,5
314,Triplet,136.39,Agent,10,53.4,19.38,[756 815 801 747 788],71.79,0.2,11.2,Green Door,5
315,Triplet,139.10999999999999,Agent,10,51.0,4.67,[756 815 801 747 788],85.71,0.5,2.4,Green Door,5
316,Triplet,150.6,Agent,10,56.4,30.57,[ 862  974  893 1020 1054],75.0,0.2,19.2,Key Door,5
317,Triplet,140.82000000000002,Agent,10,51.8,8.37,[ 862  974  893 1020 1054],84.62,0.5,4.4,Key Door,5
318,Triplet,179.70000000000002,Agent,10,63.4,48.45,[1137 1231 1202 1291 1112],81.9,0.2,34.4,Other Door,5
319,Triplet,140.15,Agent,10,52.2,10.49,[1137 1231 1202 1291 1112],82.35,0.5,5.6,Other Door,5
320,Triplet,84.13,Agent,10,49.2,3.05,[1090  819 1076  281 1056],33.33,0.2,1.6,Key,5
321,Triplet,0.0,Agent,10,50.0,0.0,[1090  819 1076  281 1056],0.0,0.5,0.0,Key,5
322,Triplet,206.35,Agent,10,70.6,61.82,[771 578 160 588 581],88.15,0.2,47.6,Orb,5
323,Triplet,153.0,Agent,10,51.0,3.92,[771 578 160 588 581],100.0,0.5,2.0,Orb,5
324,Single,235.17,Agent,10,72.2,77.97,[511 560 487 535 510],64.57,0.2,98.4,Level Door,5
325,Single,220.07,Agent,10,74.8,70.0,[511 560 487 535 510],86.47,0.5,58.8,Level Door,5
326,Single,198.26999999999998,Agent,10,56.6,66.87,[627 776 638 648 606],54.07,0.2,87.6,Green Door,5
327,Single,168.84,Agent,10,59.8,52.93,[627 776 638 648 606],63.84,0.5,45.2,Green Door,5
328,Single,180.69,Agent,10,56.2,61.38,[ 956  954  950 1078  905],54.89,0.2,69.6,Key Door,5
329,Single,157.23000000000002,Agent,10,58.2,38.35,[ 956  954  950 1078  905],73.03,0.5,26.0,Key Door,5
330,Single,198.38,Agent,10,63.2,66.9,[1151 1122 1178 1165 1278],60.78,0.2,74.4,Other Door,5
331,Single,200.63,Agent,10,68.6,56.99,[1151 1122 1178 1165 1278],90.43,0.5,41.6,Other Door,5
332,Single,181.82,Agent,10,62.4,59.31,[335 252 284 273 317],64.62,0.2,54.8,Key,5
333,Single,147.93,Agent,10,56.0,30.38,[335 252 284 273 317],72.73,0.5,19.2,Key,5
334,Single,230.64999999999998,Agent,10,72.0,76.9,[ 792 1315  576  188  588],65.45,0.2,93.2,Orb,5
335,Single,203.98000000000002,Agent,10,70.2,63.92,[ 792 1315  576  188  588],80.98,0.5,52.8,Orb,5
336,Double,218.06,Agent,10,74.2,70.21,[463 454 508 576 441],83.06,0.2,60.8,Level Door,5
337,Double,196.57,Agent,10,65.8,48.34,[463 454 508 576 441],98.77,0.5,32.0,Level Door,5
338,Double,198.36,Agent,10,68.4,63.26,[650 770 646 716 714],75.56,0.2,54.4,Green Door,5
339,Double,194.32,Agent,10,67.4,56.99,[650 770 646 716 714],83.72,0.5,43.2,Green Door,5
340,Double,169.66000000000003,Agent,10,59.2,33.77,[875 858 859 875 894],89.66,0.2,20.8,Key Door,5
341,Double,154.20000000000002,Agent,10,51.4,5.45,[875 858 859 875 894],100.0,0.5,2.8,Key Door,5
342,Double,183.30999999999997,Agent,10,64.0,48.28,[1307 1131 1269 1347 1234],85.71,0.2,33.6,Other Door,5
343,Double,143.48999999999998,Agent,10,51.4,6.18,[1307 1131 1269 1347 1234],88.89,0.5,3.2,Other Door,5
344,Double,101.13,Agent,10,44.4,24.86,[200 231 326 800 839],38.33,0.2,18.4,Key,5
345,Double,84.13,Agent,10,49.2,3.05,[200 231 326 800 839],33.33,0.5,1.6,Key,5
346,Double,225.73000000000002,Agent,10,76.4,73.66,[ 777  797  795 1333  191],83.33,0.2,66.0,Orb,5
347,Double,184.89,Agent,10,64.0,47.06,[ 777  797  795 1333  191],88.89,0.5,32.0,Orb,5
348,Triplet,222.76,Agent,10,75.0,67.87,[438 380 450 557 525],94.96,0.2,52.8,Level Door,5
349,Triplet,168.6,Agent,10,56.2,22.06,[438 380 450 557 525],100.0,0.5,12.4,Level Door,5
350,Triplet,191.60000000000002,Agent,10,66.8,57.44,[719 756 638 767 602],80.0,0.2,44.8,Green Door,5
351,Triplet,179.65,Agent,10,61.4,38.73,[719 756 638 767 602],93.85,0.5,24.4,Green Door,5
352,Triplet,95.83999999999999,Agent,10,49.8,3.09,[1016 1054  973 1045 1075],44.44,0.2,1.6,Key Door,5
353,Triplet,150.6,Agent,10,50.2,0.8,[1016 1054  973 1045 1075],100.0,0.5,0.4,Key Door,5
354,Triplet,176.67000000000002,Agent,10,62.0,55.82,[1338 1130 1192 1327 1251],66.67,0.2,48.0,Other Door,5
355,Triplet,130.17,Agent,10,52.6,17.42,[1338 1130 1192 1327 1251],67.57,0.5,10.0,Other Door,5
356,Triplet,152.75,Agent,10,57.2,35.54,[338 289 319 214 825],71.95,0.2,23.6,Key,5
357,Triplet,144.54,Agent,10,54.6,22.53,[338 289 319 214 825],76.74,0.5,13.2,Key,5
358,Triplet,191.48999999999998,Agent,10,65.6,50.0,[1011  175 1011 1308  181],91.49,0.2,34.4,Orb,5
359,Triplet,150.60000000000002,Agent,10,53.8,16.0,[1011  175 1011 1308  181],88.0,0.5,8.8,Orb,5
360,Single,231.46999999999997,Agent,10,69.8,76.66,[598 530 503 489 553],62.47,0.2,99.2,Level Door,5
361,Single,226.14,Agent,10,76.6,72.98,[598 530 503 489 553],86.34,0.5,63.2,Level Door,5
362,Single,197.5,Agent,10,55.2,66.57,[769 675 603 663 848],53.1,0.2,89.2,Green Door,5
363,Single,190.16,Agent,10,66.2,59.66,[769 675 603 663 848],73.96,0.5,50.0,Green Door,5
364,Single,201.11,Agent,10,61.2,67.88,[ 911 1099 1094  925  960],57.91,0.2,82.0,Key Door,5
365,Single,145.7,Agent,10,55.8,33.23,[ 911 1099 1094  925  960],67.9,0.5,22.0,Key Door,5
366,Single,186.25,Agent,10,56.4,63.3,[1276 1205 1320 1216 1245],54.65,0.2,75.2,Other Door,5
367,Single,156.91,Agent,10,57.8,34.67,[1276 1205 1320 1216 1245],76.71,0.5,22.4,Other Door,5
368,Single,191.52,Agent,10,53.2,64.86,[ 812  340  225 1077  321],51.92,0.2,86.4,Key,5
369,Single,120.33999999999999,Agent,10,51.4,20.85,[ 812  340  225 1077  321],56.14,0.5,12.8,Key,5
370,Single,238.8,Agent,10,76.4,79.66,[ 750  175 1331  775  193],70.0,0.2,92.4,Orb,5
371,Single,216.89999999999998,Agent,10,73.8,67.81,[ 750  175 1331  775  193],87.9,0.5,55.2,Orb,5
372,Double,217.33999999999997,Agent,10,74.0,68.75,[395 394 386 465 434],86.14,0.2,57.2,Level Door,5
373,Double,175.66000000000003,Agent,10,61.0,38.87,[395 394 386 465 434],89.86,0.5,24.8,Level Door,5
374,Double,201.34,Agent,10,68.0,66.53,[806 748 838 842 713],69.74,0.2,63.6,Green Door,5
375,Double,188.85,Agent,10,66.0,55.03,[806 748 838 842 713],81.25,0.5,41.6,Green Door,5
376,Double,130.11,Agent,10,48.2,39.91,[ 995  892 1059  976 1030],47.51,0.2,34.4,Key Door,5
377,Double,85.6,Agent,10,45.8,12.3,[ 995  892 1059  976 1030],32.2,0.5,7.6,Key Door,5
378,Double,171.95999999999998,Agent,10,60.0,55.16,[1257 1340 1201 1199 1336],62.76,0.2,49.2,Other Door,5
379,Double,176.22,Agent,10,61.8,42.3,[1257 1340 1201 1199 1336],86.42,0.5,28.0,Other Door,5
380,Double,104.72999999999999,Agent,10,44.0,27.83,[841 812 230 339 847],39.13,0.2,21.6,Key,5
381,Double,89.58999999999999,Agent,10,46.8,12.5,[841 812 230 339 847],35.19,0.5,7.6,Key,5
382,Double,223.91,Agent,10,75.6,73.71,[1044 1023 1326  173  791],79.91,0.2,68.4,Orb,5
383,Double,180.86,Agent,10,62.0,40.63,[1044 1023 1326  173  791],92.86,0.5,26.0,Orb,5
384,Triplet,209.63,Agent,10,71.8,66.19,[518 384 578 350 473],82.63,0.2,55.2,Level Door,5
385,Triplet,171.2,Agent,10,59.6,34.84,[518 384 578 350 473],90.0,0.5,21.6,Level Door,5
386,Triplet,189.45,Agent,10,66.2,55.87,[602 661 785 630 825],80.45,0.2,42.8,Green Door,5
387,Triplet,174.54999999999998,Agent,10,61.8,43.66,[602 661 785 630 825],83.15,0.5,29.6,Green Door,5
388,Triplet,140.82000000000002,Agent,10,51.8,8.37,[1098  916 1090 1090  864],84.62,0.2,4.4,Key Door,5
389,Triplet,134.39999999999998,Agent,10,51.2,6.15,[1098  916 1090 1090  864],80.0,0.5,3.2,Key Door,5
390,Triplet,191.12,Agent,10,64.8,46.99,[1124 1289 1156 1232 1184],95.12,0.2,31.2,Other Door,5
391,Triplet,170.04,Agent,10,57.4,26.3,[1124 1289 1156 1232 1184],97.44,0.5,15.2,Other Door,5
392,Triplet,146.66,Agent,10,56.0,34.13,[228 246 224 269 802],67.86,0.2,22.8,Key,5
393,Triplet,118.10000000000001,Agent,10,51.0,9.59,[228 246 224 269 802],61.9,0.5,5.2,Key,5
394,Triplet,165.59,Agent,10,60.2,45.78,[ 165  575 1010 1021  188],71.79,0.2,33.6,Orb,5
395,Triplet,143.12,Agent,10,54.2,20.76,[ 165  575 1010 1021  188],76.92,0.5,12.0,Orb,5
396,Single,235.64,Agent,10,72.8,78.2,[583 515 356 500 512],65.24,0.2,97.6,Level Door,5
397,Single,219.88,Agent,10,74.6,68.64,[583 515 356 500 512],89.68,0.5,55.6,Level Door,5
398,Single,194.16,Agent,10,61.4,65.59,[741 798 829 843 829],59.16,0.2,73.6,Green Door,5
399,Single,157.83,Agent,10,58.4,40.23,[741 798 829 843 829],71.43,0.5,28.0,Green Door,5
400,Single,193.58999999999997,Agent,10,57.6,65.58,[1006 1098  926  871  958],55.19,0.2,80.8,Key Door,5
401,Single,132.24,Agent,10,52.8,17.48,[1006 1098  926  871  958],69.44,0.5,10.0,Key Door,5
402,Single,199.98000000000002,Agent,10,53.6,67.04,[1335 1250 1346 1283 1123],51.98,0.2,94.4,Other Door,5
403,Single,117.22,Agent,10,50.2,24.77,[1335 1250 1346 1283 1123],50.62,0.5,16.4,Other Door,5
404,Single,179.93,Agent,10,52.8,61.44,[ 225 1092  809  264  299],51.93,0.2,75.2,Key,5
405,Single,155.64999999999998,Agent,10,56.6,47.2,[ 225 1092  809  264  299],60.25,0.5,38.8,Key,5
406,Single,208.8,Agent,10,60.2,69.89,[1005 1030  164  784  550],56.2,0.2,92.4,Orb,5
407,Single,162.08,Agent,10,58.2,49.88,[1005 1030  164  784  550],62.28,0.5,41.6,Orb,5
408,Double,247.65,Agent,10,82.8,82.38,[507 555 484 551 574],84.45,0.2,80.4,Level Door,5
409,Double,217.01999999999998,Agent,10,73.2,64.74,[507 555 484 551 574],94.62,0.5,49.2,Level Door,5
410,Double,193.92000000000002,Agent,10,65.4,64.18,[729 817 676 718 777],66.52,0.2,62.0,Green Door,5
411,Double,182.8,Agent,10,64.4,51.89,[729 817 676 718 777],80.0,0.5,38.4,Green Door,5
412,Double,159.03,Agent,10,56.2,50.56,[1067 1068 1005  959 1001],58.03,0.2,44.8,Key Door,5
413,Double,149.67999999999998,Agent,10,56.6,34.83,[1067 1068 1005  959 1001],69.88,0.5,23.2,Key Door,5
414,Double,173.94,Agent,10,59.4,57.08,[1328 1183 1139 1346 1166],60.54,0.2,54.0,Other Door,5
415,Double,181.76,Agent,10,63.0,44.44,[1328 1183 1139 1346 1166],89.16,0.5,29.6,Other Door,5
416,Double,156.03,Agent,10,58.0,40.68,[ 835  271 1089 1080  265],69.23,0.2,28.8,Key,5
417,Double,123.6,Agent,10,50.8,5.38,[ 835  271 1089 1080  265],70.0,0.5,2.8,Key,5
418,Double,219.5,Agent,10,74.4,71.81,[1348 1310 1318 1307  179],79.9,0.2,65.2,Orb,5
419,Double,166.48999999999998,Agent,10,57.8,28.96,[1348 1310 1318 1307  179],91.49,0.5,17.2,Orb,5
420,Triplet,210.99,Agent,10,72.0,64.47,[514 519 417 574 451],88.19,0.2,50.8,Level Door,5
421,Triplet,197.08,Agent,10,66.8,51.74,[514 519 417 574 451],94.68,0.5,35.6,Level Door,5
422,Triplet,132.02,Agent,10,53.0,30.27,[783 751 637 743 687],58.62,0.2,20.4,Green Door,5
423,Triplet,104.17,Agent,10,49.6,12.5,[783 751 637 743 687],47.37,0.5,7.2,Green Door,5
424,Triplet,127.52000000000001,Agent,10,51.6,31.25,[ 934 1076  984  964  941],53.92,0.2,22.0,Key Door,5
425,Triplet,127.19999999999999,Agent,10,51.6,10.37,[ 934 1076  984  964  941],70.0,0.5,5.6,Key Door,5
426,Triplet,195.88,Agent,10,66.6,51.59,[1122 1170 1167 1288 1271],93.68,0.2,35.6,Other Door,5
427,Triplet,167.39999999999998,Agent,10,57.2,26.21,[1122 1170 1167 1288 1271],95.0,0.5,15.2,Other Door,5
428,Triplet,138.8,Agent,10,52.4,11.85,[ 341  823  292  256 1063],80.0,0.2,6.4,Key,5
429,Triplet,150.6,Agent,10,50.2,0.8,[ 341  823  292  256 1063],100.0,0.5,0.4,Key,5
430,Triplet,187.32999999999998,Agent,10,65.0,50.14,[1024 1335 1004  150 1037],87.13,0.2,35.2,Orb,5
431,Triplet,156.51999999999998,Agent,10,55.0,19.93,[1024 1335 1004  150 1037],90.32,0.5,11.2,Orb,5
432,Single,231.02999999999997,Agent,10,72.2,77.02,[352 405 583 597 527],65.63,0.2,93.2,Level Door,5
433,Single,219.60000000000002,Agent,10,74.6,69.1,[352 405 583 597 527],88.2,0.5,56.8,Level Door,5
434,Single,198.19,Agent,10,57.0,66.88,[679 779 818 784 674],54.39,0.2,86.8,Green Door,5
435,Single,180.35,Agent,10,63.2,56.81,[679 779 818 784 674],68.75,0.5,48.4,Green Door,5
436,Single,204.32,Agent,10,61.4,68.82,[1007  974 1048 1048 1074],57.72,0.2,85.2,Key Door,5
437,Single,143.4,Agent,10,55.2,36.0,[1007  974 1048 1048 1074],63.0,0.5,25.2,Key Door,5
438,Single,196.04,Agent,10,56.4,66.25,[1120 1109 1120 1156 1249],54.04,0.2,85.6,Other Door,5
439,Single,168.54999999999998,Agent,10,60.4,40.72,[1120 1109 1120 1156 1249],80.95,0.5,27.2,Other Door,5
440,Single,153.02,Agent,10,44.6,52.97,[ 820 1058  814  241  802],46.02,0.2,62.4,Key,5
441,Single,87.07,Agent,10,44.6,15.29,[ 820 1058  814  241  802],32.47,0.5,10.0,Key,5
442,Single,206.98000000000002,Agent,10,58.2,69.22,[1027 1031  577  170  164],54.78,0.2,94.0,Orb,5
443,Single,181.0,Agent,10,64.0,53.85,[1027 1031  577  170  164],75.0,0.5,42.0,Orb,5
444,Double,203.07999999999998,Agent,10,68.6,67.08,[411 542 492 570 479],70.48,0.2,64.0,Level Door,5
445,Double,190.22000000000003,Agent,10,65.8,51.83,[411 542 492 570 479],87.62,0.5,36.8,Level Door,5
446,Double,190.65,Agent,10,63.0,63.8,[633 739 827 700 819],62.45,0.2,65.2,Green Door,5
447,Double,177.07,Agent,10,62.6,46.11,[633 739 827 700 819],82.47,0.5,32.0,Green Door,5
448,Double,123.5,Agent,10,47.8,35.87,[1051 1060 1047 1085  872],46.5,0.2,29.2,Key Door,5
449,Double,108.8,Agent,10,50.0,14.97,[1051 1060 1047 1085  872],50.0,0.5,8.8,Key Door,5
450,Double,207.65000000000003,Agent,10,70.2,68.5,[1146 1126 1165 1134 1251],72.65,0.2,64.8,Other Door,5
451,Double,181.98000000000002,Agent,10,61.8,39.36,[1146 1126 1165 1134 1251],95.38,0.5,24.8,Other Door,5
452,Double,147.68,Agent,10,54.4,44.39,[1087  333  813  806  278],56.88,0.2,36.4,Key,5
453,Double,142.86,Agent,10,55.2,30.44,[1087  333  813  806  278],68.06,0.5,19.6,Key,5
454,Double,213.16,Agent,10,72.8,67.92,[1302  777  169  560  594],82.76,0.2,57.6,Orb,5
455,Double,173.72000000000003,Agent,10,59.0,31.44,[1302  777  169  560  594],95.92,0.5,18.8,Orb,5
456,Triplet,202.72,Agent,10,69.6,60.21,[579 419 557 417 456],87.12,0.2,46.0,Level Door,5
457,Triplet,186.39,Agent,10,63.6,44.51,[579 419 557 417 456],93.59,0.5,29.2,Level Door,5
458,Triplet,185.63000000000002,Agent,10,65.2,56.06,[838 836 828 847 739],76.03,0.2,44.4,Green Door,5
459,Triplet,155.88,Agent,10,56.8,28.95,[838 836 828 847 739],81.48,0.5,17.6,Green Door,5
460,Triplet,118.96,Agent,10,51.0,8.92,[1055  853 1035  892  999],63.16,0.2,4.8,Key Door,5
461,Triplet,152.4,Agent,10,50.8,3.15,[1055  853 1035  892  999],100.0,0.5,1.6,Key Door,5
462,Triplet,195.11,Agent,10,66.2,50.44,[1191 1156 1111 1335 1215],94.51,0.2,34.4,Other Door,5
463,Triplet,165.28,Agent,10,56.0,21.99,[1191 1156 1111 1335 1215],96.88,0.5,12.4,Other Door,5
464,Triplet,130.17,Agent,10,52.8,28.05,[203 807 309 829 309],58.97,0.2,18.4,Key,5
465,Triplet,131.58,Agent,10,51.0,5.41,[203 807 309 829 309],77.78,0.5,2.8,Key,5
466,Triplet,194.04999999999998,Agent,10,67.2,55.91,[ 782  191  589  180 1027],85.25,0.2,41.6,Orb,5
467,Triplet,149.60000000000002,Agent,10,56.2,30.03,[ 782  191  589  180 1027],74.6,0.5,18.8,Orb,5
468,Single,228.27999999999997,Agent,10,68.0,75.61,[508 388 417 482 468],61.08,0.2,99.2,Level Door,5
469,Single,216.70000000000002,Agent,10,73.8,68.28,[508 388 417 482 468],86.5,0.5,56.4,Level Door,5
470,Single,199.41,Agent,10,56.6,67.17,[656 612 844 706 798],54.01,0.2,88.8,Green Door,5
471,Single,185.75,Agent,10,64.6,59.12,[656 612 844 706 798],69.95,0.5,51.2,Green Door,5
472,Single,197.88,Agent,10,59.2,66.88,[922 948 903 966 901],56.28,0.2,82.4,Key Door,5
473,Single,154.62,Agent,10,57.6,36.53,[922 948 903 966 901],72.62,0.5,24.4,Key Door,5
474,Single,205.42000000000002,Agent,10,62.6,69.19,[1341 1178 1319 1342 1211],58.82,0.2,84.0,Other Door,5
475,Single,196.08,Agent,10,68.0,60.78,[1341 1178 1319 1342 1211],78.48,0.5,49.6,Other Door,5
476,Single,136.05,Agent,10,47.6,44.02,[207 249 845 276 315],47.25,0.2,41.2,Key,5
477,Single,132.2,Agent,10,50.6,3.14,[207 249 845 276 315],80.0,0.5,1.6,Key,5
478,Single,214.25,Agent,10,60.8,71.26,[ 178 1044  193 1048 1310],56.25,0.2,97.2,Orb,5
479,Single,193.51,Agent,10,67.0,55.28,[ 178 1044  193 1048 1310],85.71,0.5,40.8,Orb,5
480,Double,236.74,Agent,10,79.6,78.2,[450 580 368 394 570],83.94,0.2,73.2,Level Door,5
481,Double,176.47,Agent,10,62.2,44.25,[450 580 368 394 570],84.27,0.5,30.0,Level Door,5
482,Double,171.29,Agent,10,58.4,56.3,[702 715 828 805 658],59.29,0.2,53.6,Green Door,5
483,Double,151.67000000000002,Agent,10,57.0,39.44,[702 715 828 805 658],66.67,0.5,28.0,Green Door,5
484,Double,171.38,Agent,10,61.2,51.98,[1076  891  862 1035  910],68.18,0.2,42.0,Key Door,5
