,Recall,Concept,Precision,F1Score,NumExp,Pattern Complexity,CPR,Encoding,Examples,TH,Accuracy,PC
1867,17.6,Green Door,58.67,27.08,5,,128.87,Autoencoder,[600 784 659 772 667],0.5,52.6,10.0
1868,56.4,Key Door,54.23,55.29,5,,165.03,Autoencoder,[1064  963 1002 1079  971],0.2,54.4,10.0
1869,18.8,Key Door,58.75,28.48,5,,130.35,Autoencoder,[1064  963 1002 1079  971],0.5,52.8,10.0
1870,63.6,Other Door,62.11,62.85,5,,188.10999999999999,Autoencoder,[1164 1230 1229 1209 1291],0.2,62.4,10.0
1871,34.0,Other Door,62.96,44.16,5,,153.96,Autoencoder,[1164 1230 1229 1209 1291],0.5,57.0,10.0
1872,50.0,Key,54.11,51.97,5,,157.91,Autoencoder,[319 812 305 249 244],0.2,53.8,10.0
1873,32.0,Key,59.26,41.56,5,,146.26,Autoencoder,[319 812 305 249 244],0.5,55.0,10.0
1874,69.6,Orb,56.49,62.36,5,,184.09,Autoencoder,[564 788 194 565 177],0.2,58.0,10.0
1875,25.6,Orb,58.72,35.66,5,,138.12,Autoencoder,[564 788 194 565 177],0.5,53.8,10.0
1876,52.86,No Door,81.86,64.24,5,,205.29000000000002,Classifier,[127 310 271 340 192],0.2,70.57,10.0
1877,33.14,No Door,96.67,49.36,5,,195.81,Classifier,[127 310 271 340 192],0.5,66.0,10.0
1878,84.4,Level Door,72.76,78.15,5,,233.56000000000003,Classifier,[545 568 487 555 379],0.2,76.4,10.0
1879,56.8,Level Door,82.56,67.3,5,,211.76,Classifier,[545 568 487 555 379],0.5,72.4,10.0
1880,64.8,Green Door,65.06,64.93,5,,194.86,Classifier,[622 755 726 756 714],0.2,65.0,10.0
1881,40.8,Green Door,69.86,51.51,5,,172.26,Classifier,[622 755 726 756 714],0.5,61.6,10.0
1882,58.4,Key Door,70.53,63.89,5,,195.93,Classifier,[972 873 970 940 918],0.2,67.0,10.0
1883,41.2,Key Door,79.84,54.35,5,,186.44,Classifier,[972 873 970 940 918],0.5,65.4,10.0
1884,79.6,Other Door,69.34,74.12,5,,221.14000000000001,Classifier,[1163 1119 1230 1278 1337],0.2,72.2,10.0
1885,44.0,Other Door,81.48,57.14,5,,192.48000000000002,Classifier,[1163 1119 1230 1278 1337],0.5,67.0,10.0
1886,53.6,Key,59.82,56.54,5,,172.22,Classifier,[ 322  262 1072  309  822],0.2,58.8,10.0
1887,16.8,Key,63.64,26.58,5,,134.04000000000002,Classifier,[ 322  262 1072  309  822],0.5,53.6,10.0
1888,58.0,Orb,64.44,61.05,5,,185.44,Classifier,[ 595  170  572 1036  179],0.2,63.0,10.0
1889,37.2,Orb,69.92,48.56,5,,167.72000000000003,Classifier,[ 595  170  572 1036  179],0.5,60.6,10.0
1890,68.29,No Door,50.85,58.29,5,,170.28000000000003,Random,[218  43 259 330 181],0.2,51.14,10.0
1891,19.14,No Door,54.92,28.39,5,,125.77,Random,[218  43 259 330 181],0.5,51.71,10.0
1892,44.4,Level Door,45.68,45.03,5,,135.88,Random,[371 573 588 489 401],0.2,45.8,10.0
1893,15.6,Level Door,40.62,22.54,5,,102.61999999999999,Random,[371 573 588 489 401],0.5,46.4,10.0
1894,71.2,Green Door,53.61,61.17,5,,179.61,Random,[704 789 607 604 837],0.2,54.8,10.0
1895,24.0,Green Door,54.05,33.24,5,,129.85,Random,[704 789 607 604 837],0.5,51.8,10.0
1896,67.6,Key Door,52.16,58.88,5,,172.56,Random,[1071  989  944  993 1097],0.2,52.8,10.0
1897,14.8,Key Door,46.84,22.49,5,,110.64,Random,[1071  989  944  993 1097],0.5,49.0,10.0
1898,58.0,Other Door,53.7,55.77,5,,165.7,Random,[1245 1136 1229 1224 1185],0.2,54.0,10.0
1899,23.2,Other Door,54.72,32.58,5,,129.92,Random,[1245 1136 1229 1224 1185],0.5,52.0,10.0
1900,66.4,Key,50.15,57.14,5,,166.75,Random,[200 816 287 244 223],0.2,50.2,10.0
1901,15.6,Key,47.56,23.49,5,,112.36,Random,[200 816 287 244 223],0.5,49.2,10.0
1902,62.4,Orb,50.49,55.82,5,,163.49,Random,[ 183  780  596 1008  768],0.2,50.6,10.0
1903,22.0,Orb,63.95,32.74,5,,140.75,Random,[ 183  780  596 1008  768],0.5,54.8,10.0
1904,27.14,No Door,57.58,36.89,5,,138.29000000000002,Agent,[250  26 256  82 186],0.2,53.57,10.0
1905,5.43,No Door,76.0,10.14,5,,133.29,Agent,[250  26 256  82 186],0.5,51.86,10.0
1906,81.2,Level Door,90.22,85.47,5,,257.62,Agent,[543 455 535 539 441],0.2,86.2,10.0
1907,38.0,Level Door,95.0,54.29,5,,201.0,Agent,[543 455 535 539 441],0.5,68.0,10.0
1908,62.0,Green Door,64.05,63.01,5,,189.65,Agent,[662 848 845 620 666],0.2,63.6,10.0
1909,40.4,Green Door,71.13,51.53,5,,173.53,Agent,[662 848 845 620 666],0.5,62.0,10.0
1910,32.4,Key Door,82.65,46.55,5,,177.85,Agent,[972 871 913 881 858],0.2,62.8,10.0
1911,2.4,Key Door,85.71,4.67,5,,139.10999999999999,Agent,[972 871 913 881 858],0.5,51.0,10.0
1912,46.0,Other Door,74.68,56.93,5,,185.88,Agent,[1200 1258 1174 1264 1192],0.2,65.2,10.0
1913,20.4,Other Door,76.12,32.18,5,,153.52,Agent,[1200 1258 1174 1264 1192],0.5,57.0,10.0
1914,9.2,Key,32.86,14.38,5,,87.26,Agent,[833 315 255 825 841],0.2,45.2,10.0
1915,2.0,Key,35.71,3.79,5,,86.91,Agent,[833 315 255 825 841],0.5,49.2,10.0
1916,75.6,Orb,82.89,79.08,5,,238.48999999999998,Agent,[ 150  165  760 1034  771],0.2,80.0,10.0
1917,26.4,Orb,95.65,41.38,5,,184.65,Agent,[ 150  165  760 1034  771],0.5,62.6,10.0
1918,60.29,No Door,51.97,55.82,5,,164.54999999999998,Autoencoder,[ 48 158 146 210  87],0.2,52.29,10.0
1919,21.14,No Door,51.75,30.02,5,,123.60000000000001,Autoencoder,[ 48 158 146 210  87],0.5,50.71,10.0
1920,40.4,Level Door,48.56,44.11,5,,137.76,Autoencoder,[409 417 383 545 367],0.2,48.8,10.0
1921,22.4,Level Door,54.37,31.73,5,,128.57,Autoencoder,[409 417 383 545 367],0.5,51.8,10.0
1922,51.2,Green Door,50.2,50.7,5,,151.60000000000002,Autoencoder,[770 666 616 761 795],0.2,50.2,10.0
1923,28.4,Green Door,55.04,37.47,5,,136.04,Autoencoder,[770 666 616 761 795],0.5,52.6,10.0
1924,68.8,Key Door,53.42,60.14,5,,176.62,Autoencoder,[1070  977  922 1077 1055],0.2,54.4,10.0
1925,31.2,Key Door,62.9,41.71,5,,150.5,Autoencoder,[1070  977  922 1077 1055],0.5,56.4,10.0
1926,59.2,Other Door,59.68,59.44,5,,178.48000000000002,Autoencoder,[1138 1191 1217 1170 1235],0.2,59.6,10.0
1927,37.2,Other Door,61.18,46.27,5,,155.18,Autoencoder,[1138 1191 1217 1170 1235],0.5,56.8,10.0
1928,61.2,Key,54.64,57.73,5,,171.04000000000002,Autoencoder,[349 306 337 202 830],0.2,55.2,10.0
1929,10.0,Key,55.56,16.95,5,,116.56,Autoencoder,[349 306 337 202 830],0.5,51.0,10.0
1930,63.2,Orb,61.24,62.2,5,,186.04000000000002,Autoencoder,[1346  153  776  761 1047],0.2,61.6,10.0
1931,33.6,Orb,67.74,44.92,5,,160.14,Autoencoder,[1346  153  776  761 1047],0.5,58.8,10.0
1932,55.14,No Door,78.14,64.66,5,,203.14,Classifier,[  7 119  99 278 211],0.2,69.86,10.0
1933,28.0,No Door,95.15,43.27,5,,186.44,Classifier,[  7 119  99 278 211],0.5,63.29,10.0
1934,75.2,Level Door,67.38,71.08,5,,211.98000000000002,Classifier,[365 397 591 418 414],0.2,69.4,10.0
1935,67.2,Level Door,85.28,75.17,5,,230.27999999999997,Classifier,[365 397 591 418 414],0.5,77.8,10.0
1936,72.0,Green Door,61.86,66.55,5,,197.66,Classifier,[723 789 629 754 829],0.2,63.8,10.0
1937,36.8,Green Door,68.15,47.79,5,,164.75,Classifier,[723 789 629 754 829],0.5,59.8,10.0
1938,65.2,Key Door,59.93,62.45,5,,185.93,Classifier,[ 858  991  990 1080  935],0.2,60.8,10.0
1939,27.2,Key Door,70.1,39.19,5,,155.1,Classifier,[ 858  991  990 1080  935],0.5,57.8,10.0
1940,80.4,Other Door,79.45,79.92,5,,239.65,Classifier,[1308 1144 1169 1197 1149],0.2,79.8,10.0
1941,65.6,Other Door,92.13,76.63,5,,237.73,Classifier,[1308 1144 1169 1197 1149],0.5,80.0,10.0
1942,55.2,Key,63.89,59.23,5,,181.09,Classifier,[ 203  291  813 1057  803],0.2,62.0,10.0
1943,28.8,Key,71.29,41.03,5,,158.69000000000003,Classifier,[ 203  291  813 1057  803],0.5,58.6,10.0
1944,51.6,Orb,62.93,56.7,5,,175.13,Classifier,[ 796 1322  560  755 1011],0.2,60.6,10.0
1945,19.6,Orb,70.0,30.63,5,,145.2,Classifier,[ 796 1322  560  755 1011],0.5,55.6,10.0
1946,53.14,No Door,49.73,51.38,5,,152.57999999999998,Random,[251  67  69 336  88],0.2,49.71,10.0
1947,16.86,No Door,49.17,25.11,5,,115.74,Random,[251  67  69 336  88],0.5,49.71,10.0
1948,66.0,Level Door,50.93,57.49,5,,168.13,Random,[390 365 579 373 499],0.2,51.2,10.0
1949,18.0,Level Door,50.56,26.55,5,,118.76,Random,[390 365 579 373 499],0.5,50.2,10.0
1950,36.4,Green Door,44.61,40.09,5,,126.61000000000001,Random,[696 726 674 601 693],0.2,45.6,10.0
1951,13.2,Green Door,51.56,21.02,5,,115.16000000000001,Random,[696 726 674 601 693],0.5,50.4,10.0
1952,58.8,Key Door,51.76,55.06,5,,162.56,Random,[1016 1019  877  978  902],0.2,52.0,10.0
1953,21.6,Key Door,54.0,30.86,5,,127.19999999999999,Random,[1016 1019  877  978  902],0.5,51.6,10.0
1954,57.6,Other Door,47.68,52.17,5,,152.48,Random,[1261 1127 1164 1235 1288],0.2,47.2,10.0
1955,15.6,Other Door,46.99,23.42,5,,111.59,Random,[1261 1127 1164 1235 1288],0.5,49.0,10.0
1956,61.2,Key,54.45,57.63,5,,170.65,Random,[ 833 1059  347 1098 1057],0.2,55.0,10.0
1957,10.0,Key,59.52,17.12,5,,121.12,Random,[ 833 1059  347 1098 1057],0.5,51.6,10.0
1958,51.2,Orb,53.33,52.24,5,,157.73000000000002,Random,[ 578 1024  784 1003  159],0.2,53.2,10.0
1959,20.8,Orb,57.14,30.5,5,,130.54000000000002,Random,[ 578 1024  784 1003  159],0.5,52.6,10.0
1960,30.86,No Door,60.34,40.84,5,,146.49,Agent,[290 250  36  84 310],0.2,55.29,10.0
1961,16.86,No Door,62.77,26.58,5,,133.06,Agent,[290 250  36  84 310],0.5,53.43,10.0
1962,62.4,Level Door,72.22,66.95,5,,203.82000000000002,Agent,[467 493 492 366 533],0.2,69.2,10.0
1963,31.2,Level Door,98.73,47.42,5,,195.32999999999998,Agent,[467 493 492 366 533],0.5,65.4,10.0
1964,47.2,Green Door,73.75,57.56,5,,186.14999999999998,Agent,[810 646 729 657 697],0.2,65.2,10.0
1965,34.0,Green Door,83.33,48.29,5,,180.93,Agent,[810 646 729 657 697],0.5,63.6,10.0
1966,39.2,Key Door,57.31,46.56,5,,151.51,Agent,[1013  874  959  853  870],0.2,55.0,10.0
1967,13.2,Key Door,76.74,22.53,5,,144.54,Agent,[1013  874  959  853  870],0.5,54.6,10.0
1968,40.0,Other Door,86.96,54.8,5,,193.95999999999998,Agent,[1290 1343 1197 1255 1153],0.2,67.0,10.0
1969,16.8,Other Door,97.67,28.67,5,,172.67000000000002,Agent,[1290 1343 1197 1255 1153],0.5,58.2,10.0
1970,37.2,Key,48.69,42.18,5,,134.89,Agent,[ 288  200 1097  810  347],0.2,49.0,10.0
1971,18.8,Key,69.12,29.56,5,,143.12,Agent,[ 288  200 1097  810  347],0.5,55.2,10.0
1972,69.2,Orb,77.93,73.31,5,,221.93,Agent,[ 191 1019  777  574 1337],0.2,74.8,10.0
1973,36.0,Orb,79.65,49.59,5,,179.05,Agent,[ 191 1019  777  574 1337],0.5,63.4,10.0
1974,57.71,No Door,53.44,55.49,5,,164.86,Autoencoder,[342 191 340 208 157],0.2,53.71,10.0
1975,26.86,No Door,56.97,36.51,5,,137.12,Autoencoder,[342 191 340 208 157],0.5,53.29,10.0
1976,62.8,Level Door,51.64,56.68,5,,166.44,Autoencoder,[374 494 488 501 405],0.2,52.0,10.0
1977,40.8,Level Door,50.75,45.23,5,,142.14999999999998,Autoencoder,[374 494 488 501 405],0.5,50.6,10.0
1978,50.8,Green Door,53.59,52.16,5,,157.79000000000002,Autoencoder,[736 682 626 800 712],0.2,53.4,10.0
1979,29.6,Green Door,52.48,37.85,5,,133.48,Autoencoder,[736 682 626 800 712],0.5,51.4,10.0
1980,54.0,Key Door,47.87,50.75,5,,149.47,Autoencoder,[886 909 853 865 868],0.2,47.6,10.0
1981,12.0,Key Door,31.25,17.34,5,,86.05,Autoencoder,[886 909 853 865 868],0.5,42.8,10.0
1982,62.4,Other Door,55.71,58.87,5,,174.51,Autoencoder,[1101 1265 1323 1158 1111],0.2,56.4,10.0
1983,31.2,Other Door,58.65,40.73,5,,144.45,Autoencoder,[1101 1265 1323 1158 1111],0.5,54.6,10.0
1984,56.0,Key,54.47,55.22,5,,165.07,Autoencoder,[ 238 1087 1071  206 1079],0.2,54.6,10.0
1985,18.8,Key,50.54,27.41,5,,119.54,Autoencoder,[ 238 1087 1071  206 1079],0.5,50.2,10.0
1986,69.6,Orb,59.59,64.21,5,,190.39,Autoencoder,[ 556  798  762 1034 1009],0.2,61.2,10.0
1987,44.4,Orb,68.1,53.75,5,,174.29999999999998,Autoencoder,[ 556  798  762 1034 1009],0.5,61.8,10.0
1988,49.43,No Door,66.03,56.54,5,,177.46,Classifier,[ 28 214  60  57 283],0.2,62.0,10.0
1989,22.29,No Door,66.1,33.34,5,,143.82,Classifier,[ 28 214  60  57 283],0.5,55.43,10.0
1990,87.6,Level Door,76.57,81.71,5,,244.57,Classifier,[370 419 519 372 437],0.2,80.4,10.0
1991,68.0,Level Door,91.4,77.98,5,,240.2,Classifier,[370 419 519 372 437],0.5,80.8,10.0
1992,64.8,Green Door,68.07,66.39,5,,200.07,Classifier,[658 644 701 787 726],0.2,67.2,10.0
1993,32.0,Green Door,78.43,45.45,5,,172.03,Classifier,[658 644 701 787 726],0.5,61.6,10.0
1994,62.0,Key Door,54.58,58.05,5,,171.78,Classifier,[ 986  886 1034 1052 1039],0.2,55.2,10.0
1995,32.0,Key Door,67.23,43.36,5,,157.43,Classifier,[ 986  886 1034 1052 1039],0.5,58.2,10.0
1996,76.4,Other Door,67.02,71.4,5,,212.82000000000002,Classifier,[1140 1311 1161 1183 1255],0.2,69.4,10.0
1997,43.6,Other Door,75.69,55.33,5,,184.09,Classifier,[1140 1311 1161 1183 1255],0.5,64.8,10.0
1998,64.4,Key,67.36,65.85,5,,198.35999999999999,Classifier,[ 837  832 1084  203  331],0.2,66.6,10.0
1999,22.8,Key,67.06,34.03,5,,145.66,Classifier,[ 837  832 1084  203  331],0.5,55.8,10.0
2000,65.2,Orb,57.19,60.93,5,,180.59,Classifier,[ 181 1311  799 1031  566],0.2,58.2,10.0
2001,24.8,Orb,69.66,36.58,5,,151.46,Classifier,[ 181 1311  799 1031  566],0.5,57.0,10.0
2002,57.14,No Door,49.38,52.98,5,,155.81,Random,[100 205 221 325 137],0.2,49.29,10.0
2003,16.0,No Door,49.56,24.19,5,,115.42,Random,[100 205 221 325 137],0.5,49.86,10.0
2004,65.2,Level Door,52.08,57.91,5,,169.88,Random,[574 539 453 432 467],0.2,52.6,10.0
2005,16.8,Level Door,62.69,26.5,5,,132.89000000000001,Random,[574 539 453 432 467],0.5,53.4,10.0
2006,59.2,Green Door,49.33,53.82,5,,157.73000000000002,Random,[790 806 803 685 777],0.2,49.2,10.0
2007,22.8,Green Door,56.44,32.48,5,,131.84,Random,[790 806 803 685 777],0.5,52.6,10.0
2008,66.0,Key Door,52.55,58.51,5,,171.75,Random,[ 862 1023  968  977  967],0.2,53.2,10.0
2009,16.8,Key Door,55.26,25.77,5,,123.66,Random,[ 862 1023  968  977  967],0.5,51.6,10.0
2010,68.0,Other Door,51.83,58.82,5,,172.23,Random,[1121 1225 1245 1236 1178],0.2,52.4,10.0
2011,20.4,Other Door,55.43,29.82,5,,127.83000000000001,Random,[1121 1225 1245 1236 1178],0.5,52.0,10.0
2012,61.6,Key,50.16,55.29,5,,161.96,Random,[239 839 306 237 277],0.2,50.2,10.0
2013,14.0,Key,43.75,21.21,5,,105.75,Random,[239 839 306 237 277],0.5,48.0,10.0
2014,54.4,Orb,51.52,52.92,5,,157.52,Random,[ 585 1337  554 1018 1035],0.2,51.6,10.0
2015,21.6,Orb,50.94,30.34,5,,122.94,Random,[ 585 1337  554 1018 1035],0.5,50.4,10.0
2016,18.29,No Door,64.65,28.51,5,,137.08,Agent,[244  43 155 150 280],0.2,54.14,10.0
2017,3.71,No Door,81.25,7.1,5,,136.39000000000001,Agent,[244  43 155 150 280],0.5,51.43,10.0
2018,46.8,Level Door,75.97,57.92,5,,188.76999999999998,Agent,[590 512 457 486 492],0.2,66.0,10.0
2019,34.8,Level Door,88.78,50.0,5,,188.78000000000003,Agent,[590 512 457 486 492],0.5,65.2,10.0
2020,50.4,Green Door,72.0,59.29,5,,187.8,Agent,[798 663 684 646 682],0.2,65.4,10.0
2021,34.8,Green Door,82.08,48.88,5,,180.48000000000002,Agent,[798 663 684 646 682],0.5,63.6,10.0
2022,27.2,Key Door,68.0,38.86,5,,152.4,Agent,[ 986 1038 1090  977 1027],0.2,57.2,10.0
2023,13.6,Key Door,82.93,23.37,5,,151.93,Agent,[ 986 1038 1090  977 1027],0.5,55.4,10.0
2024,39.6,Other Door,60.37,47.83,5,,156.76999999999998,Agent,[1107 1216 1302 1237 1107],0.2,56.8,10.0
2025,24.4,Other Door,73.49,36.64,5,,155.69,Agent,[1107 1216 1302 1237 1107],0.5,57.8,10.0
2026,37.6,Key,63.51,47.24,5,,159.10999999999999,Agent,[ 817  290 1092  813  263],0.2,58.0,10.0
2027,23.6,Key,69.41,35.22,5,,149.60999999999999,Agent,[ 817  290 1092  813  263],0.5,56.6,10.0
2028,51.2,Orb,65.98,57.66,5,,179.57999999999998,Agent,[1327  588 1008 1015 1011],0.2,62.4,10.0
2029,26.0,Orb,76.47,38.81,5,,161.47,Agent,[1327  588 1008 1015 1011],0.5,59.0,10.0
2030,64.57,No Door,52.93,58.17,5,,171.07,Autoencoder,[ 30  86 205 177 137],0.2,53.57,10.0
2031,25.14,No Door,53.33,34.17,5,,130.04000000000002,Autoencoder,[ 30  86 205 177 137],0.5,51.57,10.0
2032,55.6,Level Door,49.12,52.16,5,,153.72,Autoencoder,[503 560 390 453 474],0.2,49.0,10.0
2033,18.4,Level Door,56.1,27.71,5,,126.5,Autoencoder,[503 560 390 453 474],0.5,52.0,10.0
2034,51.2,Green Door,54.24,52.68,5,,159.44,Autoencoder,[734 795 639 772 836],0.2,54.0,10.0
2035,24.8,Green Door,51.67,33.51,5,,127.27,Autoencoder,[734 795 639 772 836],0.5,50.8,10.0
2036,69.6,Key Door,55.59,61.81,5,,182.19,Autoencoder,[1085 1088  899  860  924],0.2,57.0,10.0
2037,43.2,Key Door,66.67,52.43,5,,170.67000000000002,Autoencoder,[1085 1088  899  860  924],0.5,60.8,10.0
2038,64.0,Other Door,48.78,55.36,5,,161.18,Autoencoder,[1145 1185 1234 1321 1152],0.2,48.4,10.0
2039,17.2,Other Door,55.84,26.3,5,,124.84,Autoencoder,[1145 1185 1234 1321 1152],0.5,51.8,10.0
2040,87.6,Key,52.52,65.67,5,,194.32,Autoencoder,[260 252 840 279 220],0.2,54.2,10.0
2041,44.4,Key,67.27,53.49,5,,173.07,Autoencoder,[260 252 840 279 220],0.5,61.4,10.0
2042,69.2,Orb,62.23,65.53,5,,195.03,Autoencoder,[1014  561 1045  163  563],0.2,63.6,10.0
2043,36.4,Orb,71.65,48.28,5,,169.05,Autoencoder,[1014  561 1045  163  563],0.5,61.0,10.0
2044,68.86,No Door,71.73,70.27,5,,211.45,Classifier,[146 292   7  14  63],0.2,70.86,10.0
2045,38.0,No Door,88.67,53.2,5,,193.24,Classifier,[146 292   7  14  63],0.5,66.57,10.0
2046,90.4,Level Door,71.52,79.86,5,,239.12,Classifier,[366 446 523 548 517],0.2,77.2,10.0
2047,71.6,Level Door,90.4,79.91,5,,244.0,Classifier,[366 446 523 548 517],0.5,82.0,10.0
2048,55.2,Green Door,68.66,61.2,5,,188.86,Classifier,[647 734 639 755 786],0.2,65.0,10.0
2049,25.6,Green Door,76.19,38.32,5,,160.59,Classifier,[647 734 639 755 786],0.5,58.8,10.0
2050,70.4,Key Door,64.94,67.56,5,,201.54,Classifier,[1007 1089 1095  881  892],0.2,66.2,10.0
2051,23.6,Key Door,78.67,36.31,5,,160.87,Classifier,[1007 1089 1095  881  892],0.5,58.6,10.0
2052,66.0,Other Door,77.1,71.12,5,,216.3,Classifier,[1198 1326 1218 1259 1144],0.2,73.2,10.0
2053,19.6,Other Door,87.5,32.03,5,,165.5,Classifier,[1198 1326 1218 1259 1144],0.5,58.4,10.0
2054,46.0,Key,52.04,48.83,5,,149.84,Classifier,[233 829 302 802 343],0.2,51.8,10.0
2055,25.2,Key,56.25,34.81,5,,134.25,Classifier,[233 829 302 802 343],0.5,52.8,10.0
2056,62.0,Orb,56.36,59.05,5,,175.36,Classifier,[1037  583  184 1007  150],0.2,57.0,10.0
2057,14.0,Orb,61.4,22.8,5,,128.0,Classifier,[1037  583  184 1007  150],0.5,52.6,10.0
2058,58.29,No Door,53.12,55.59,5,,164.84,Random,[229 265 341 103 309],0.2,53.43,10.0
2059,20.0,No Door,53.03,29.05,5,,124.17,Random,[229 265 341 103 309],0.5,51.14,10.0
2060,60.4,Level Door,50.33,54.91,5,,161.13,Random,[445 367 358 432 550],0.2,50.4,10.0
2061,18.0,Level Door,53.57,26.95,5,,122.77000000000001,Random,[445 367 358 432 550],0.5,51.2,10.0
2062,66.8,Green Door,50.45,57.49,5,,167.85000000000002,Random,[604 761 744 698 841],0.2,50.6,10.0
2063,17.6,Green Door,47.31,25.66,5,,113.91,Random,[604 761 744 698 841],0.5,49.0,10.0
2064,63.2,Key Door,49.53,55.54,5,,162.13,Random,[1075 1098 1007  932  914],0.2,49.4,10.0
2065,19.6,Key Door,55.06,28.91,5,,126.46000000000001,Random,[1075 1098 1007  932  914],0.5,51.8,10.0
2066,60.0,Other Door,50.51,54.85,5,,161.11,Random,[1317 1342 1344 1102 1229],0.2,50.6,10.0
2067,22.0,Other Door,61.11,32.35,5,,137.11,Random,[1317 1342 1344 1102 1229],0.5,54.0,10.0
2068,61.2,Key,52.76,56.67,5,,167.16000000000003,Random,[ 800  229  809  303 1056],0.2,53.2,10.0
2069,16.0,Key,56.34,24.92,5,,124.14,Random,[ 800  229  809  303 1056],0.5,51.8,10.0
2070,53.6,Orb,49.81,51.64,5,,153.21,Random,[576 775 774 594 165],0.2,49.8,10.0
2071,19.2,Orb,46.6,27.2,5,,114.4,Random,[576 775 774 594 165],0.5,48.6,10.0
2072,20.57,No Door,71.29,31.93,5,,148.0,Agent,[219  63 245 161 174],0.2,56.14,10.0
2073,4.86,No Door,89.47,9.22,5,,146.47000000000003,Agent,[219  63 245 161 174],0.5,52.14,10.0
2074,81.2,Level Door,79.92,80.55,5,,241.51999999999998,Agent,[434 525 387 369 474],0.2,80.4,10.0
2075,34.0,Level Door,93.41,49.85,5,,193.20999999999998,Agent,[434 525 387 369 474],0.5,65.8,10.0
2076,54.8,Green Door,63.43,58.8,5,,179.82999999999998,Agent,[643 839 617 670 776],0.2,61.6,10.0
2077,26.4,Green Door,75.0,39.05,5,,160.20000000000002,Agent,[643 839 617 670 776],0.5,58.8,10.0
2078,43.6,Key Door,62.29,51.3,5,,164.49,Agent,[1057 1067  933  999  890],0.2,58.6,10.0
2079,18.8,Key Door,58.02,28.4,5,,129.42000000000002,Agent,[1057 1067  933  999  890],0.5,52.6,10.0
2080,46.4,Other Door,91.34,61.54,5,,208.74,Agent,[1190 1348 1219 1141 1160],0.2,71.0,10.0
2081,24.4,Other Door,93.85,38.73,5,,179.65,Agent,[1190 1348 1219 1141 1160],0.5,61.4,10.0
2082,39.6,Key,69.72,50.51,5,,170.52,Agent,[262 293 296 243 829],0.2,61.2,10.0
2083,16.4,Key,74.55,26.89,5,,146.35,Agent,[262 293 296 243 829],0.5,55.4,10.0
2084,63.6,Orb,87.36,73.61,5,,228.16,Agent,[ 595 1043  755 1000  176],0.2,77.2,10.0
2085,32.0,Orb,89.89,47.2,5,,186.09,Agent,[ 595 1043  755 1000  176],0.5,64.2,10.0
2086,56.86,No Door,53.21,54.97,5,,163.5,Autoencoder,[329 145 108  17  40],0.2,53.43,10.0
2087,28.29,No Door,60.0,38.45,5,,143.0,Autoencoder,[329 145 108  17  40],0.5,54.71,10.0
2088,62.0,Level Door,49.68,55.16,5,,161.28,Autoencoder,[361 476 502 413 556],0.2,49.6,10.0
2089,15.6,Level Door,50.0,23.78,5,,115.6,Autoencoder,[361 476 502 413 556],0.5,50.0,10.0
2090,65.2,Green Door,56.01,60.26,5,,178.20999999999998,Autoencoder,[655 651 750 783 626],0.2,57.0,10.0
2091,29.2,Green Door,54.07,37.92,5,,135.47,Autoencoder,[655 651 750 783 626],0.5,52.2,10.0
2092,76.8,Key Door,54.39,63.68,5,,187.39,Autoencoder,[1053 1047  979  877  915],0.2,56.2,10.0
2093,46.0,Key Door,59.28,51.8,5,,162.48000000000002,Autoencoder,[1053 1047  979  877  915],0.5,57.2,10.0
2094,71.2,Other Door,58.94,64.49,5,,190.94,Autoencoder,[1239 1241 1337 1158 1255],0.2,60.8,10.0
2095,29.6,Other Door,58.27,39.26,5,,142.07,Autoencoder,[1239 1241 1337 1158 1255],0.5,54.2,10.0
2096,76.0,Key,55.07,63.86,5,,188.07,Autoencoder,[ 808 1064  835  297  263],0.2,57.0,10.0
2097,48.0,Key,53.57,50.63,5,,154.77,Autoencoder,[ 808 1064  835  297  263],0.5,53.2,10.0
2098,76.0,Orb,64.19,69.6,5,,206.99,Autoencoder,[ 798  159  184  781 1048],0.2,66.8,10.0
2099,47.2,Orb,68.6,55.92,5,,178.59999999999997,Autoencoder,[ 798  159  184  781 1048],0.5,62.8,10.0
2100,47.71,No Door,66.27,55.48,5,,175.69,Classifier,[335 265 322 262 214],0.2,61.71,10.0
2101,21.43,No Door,71.43,32.97,5,,149.29000000000002,Classifier,[335 265 322 262 214],0.5,56.43,10.0
2102,82.4,Level Door,73.57,77.74,5,,232.37,Classifier,[456 475 546 434 426],0.2,76.4,10.0
2103,67.6,Level Door,88.48,76.64,5,,235.48,Classifier,[456 475 546 434 426],0.5,79.4,10.0
2104,46.8,Green Door,65.0,54.42,5,,172.6,Classifier,[811 766 671 780 788],0.2,60.8,10.0
2105,24.0,Green Door,63.83,34.88,5,,143.03,Classifier,[811 766 671 780 788],0.5,55.2,10.0
2106,63.6,Key Door,61.87,62.72,5,,187.67,Classifier,[863 952 914 991 940],0.2,62.2,10.0
2107,22.8,Key Door,82.61,35.74,5,,164.41000000000003,Classifier,[863 952 914 991 940],0.5,59.0,10.0
2108,74.4,Other Door,61.59,67.39,5,,199.99,Classifier,[1335 1298 1331 1234 1331],0.2,64.0,10.0
2109,35.2,Other Door,76.52,48.22,5,,173.92000000000002,Classifier,[1335 1298 1331 1234 1331],0.5,62.2,10.0
