,NumExp,CPR,Concept,F1Score,Pattern,Encoding,Pattern Complexity,Recall,Examples,TH,Accuracy,Precision
493,5,164.11,Other Door,27.21,Double,Agent,10,16.0,[1213 1207 1286 1146 1276],0.5,57.2,90.91
494,5,147.4,Key,27.45,Double,Agent,10,16.8,[ 281  348  255  281 1095],0.2,55.6,75.0
495,5,136.60000000000002,Key,9.06,Double,Agent,10,4.8,[ 281  348  255  281 1095],0.5,51.8,80.0
496,5,218.91000000000003,Orb,71.65,Double,Agent,10,65.2,[ 596  590 1312 1048  152],0.2,74.2,79.51
497,5,147.47,Orb,25.91,Double,Agent,10,15.6,[ 596  590 1312 1048  152],0.5,55.4,76.47
498,5,265.76,Level Door,88.6,SVM,Agent,10,94.8,[459 542 514 599 434],0.0,87.8,83.16
499,5,198.97,Green Door,67.23,SVM,Agent,10,80.0,[742 802 720 659 813],0.0,61.0,57.97
500,5,148.69,Key Door,50.47,SVM,Agent,10,53.6,[1030 1056  972  936  913],0.0,47.4,47.69
501,5,178.48000000000002,Other Door,57.9,SVM,Agent,10,52.8,[1159 1268 1129 1141 1307],0.0,61.6,64.08
502,5,212.86,Key,71.25,SVM,Agent,10,91.2,[ 283  240  209 1058 1078],0.0,63.2,58.46
503,5,184.6,Orb,57.76,SVM,Agent,10,48.4,[599 774 777 576 767],0.0,64.6,71.6
504,5,202.82000000000002,Level Door,61.58,Double,Agent,10,48.4,[463 464 488 494 507],0.2,69.8,84.62
505,5,195.95,Level Door,47.88,Double,Agent,10,31.6,[463 464 488 494 507],0.5,65.6,98.75
506,5,192.0,Green Door,63.65,Double,Agent,10,62.0,[731 672 693 768 743],0.2,64.6,65.4
507,5,162.95,Green Door,32.36,Double,Agent,10,20.0,[731 672 693 768 743],0.5,58.2,84.75
508,5,131.22000000000003,Key Door,39.52,Double,Agent,10,33.2,[ 867  865 1006  966  876],0.2,49.2,48.82
509,5,151.65999999999997,Key Door,16.67,Double,Agent,10,9.2,[ 867  865 1006  966  876],0.5,54.0,88.46
510,5,205.81,Other Door,62.59,Double,Agent,10,49.2,[1210 1241 1177 1203 1106],0.2,70.6,86.01
511,5,189.93,Other Door,48.38,Double,Agent,10,32.8,[1210 1241 1177 1203 1106],0.5,65.0,92.13
512,5,146.13,Key,43.0,Double,Agent,10,34.4,[ 803  250  325 1080  209],0.2,54.4,57.33
513,5,139.07,Key,16.43,Double,Agent,10,9.2,[ 803  250  325 1080  209],0.5,53.2,76.67
514,5,230.24,Orb,75.06,Double,Agent,10,66.8,[178 755 556 765 756],0.2,77.8,85.64
515,5,175.23999999999998,Orb,45.53,Double,Agent,10,31.6,[178 755 556 765 756],0.5,62.2,81.44
516,5,246.95,Level Door,82.46,SVM,Agent,10,85.6,[378 404 430 545 441],0.0,81.8,79.55
517,5,199.43,Green Door,65.22,SVM,Agent,10,60.0,[717 620 628 807 614],0.0,68.0,71.43
518,5,201.04999999999998,Key Door,66.8,SVM,Agent,10,65.6,[ 942 1091 1053  915  893],0.0,67.4,68.05
519,5,190.28,Other Door,58.62,SVM,Agent,10,47.6,[1103 1280 1208 1281 1161],0.0,66.4,76.28
520,5,214.14000000000001,Key,71.88,SVM,Agent,10,86.4,[1058  837  295  253 1083],0.0,66.2,61.54
521,5,149.93,Orb,47.89,SVM,Agent,10,43.2,[1033  799  595  755  181],0.0,53.0,53.73
522,5,199.01,Level Door,62.14,Double,Agent,10,51.2,[355 414 537 365 516],0.2,68.8,79.01
523,5,198.39000000000001,Level Door,52.6,Double,Agent,10,36.4,[355 414 537 365 516],0.5,67.2,94.79
524,5,201.10000000000002,Green Door,65.33,Double,Agent,10,58.8,[606 678 752 660 769],0.2,68.8,73.5
525,5,171.88,Green Door,45.76,Double,Agent,10,32.4,[606 678 752 660 769],0.5,61.6,77.88
526,5,169.15,Key Door,50.25,Double,Agent,10,39.6,[1062 1068  945  904  942],0.2,60.8,68.75
527,5,145.45000000000002,Key Door,21.99,Double,Agent,10,12.8,[1062 1068  945  904  942],0.5,54.6,78.05
528,5,216.89999999999998,Other Door,67.81,Double,Agent,10,55.2,[1198 1172 1221 1264 1227],0.2,73.8,87.9
529,5,191.31,Other Door,49.27,Double,Agent,10,33.6,[1198 1172 1221 1264 1227],0.5,65.4,92.31
530,5,139.3,Key,42.72,Double,Agent,10,36.4,[1092 1059  257  249  804],0.2,51.2,51.7
531,5,107.07000000000001,Key,17.05,Double,Agent,10,10.4,[1092 1059  257  249  804],0.5,49.4,47.27
532,5,170.14000000000001,Orb,53.71,Double,Agent,10,46.4,[ 762 1026  773  794  765],0.2,60.0,63.74
533,5,168.08999999999997,Orb,38.65,Double,Agent,10,25.2,[ 762 1026  773  794  765],0.5,60.0,82.89
534,5,262.05,Level Door,87.4,SVM,Agent,10,88.8,[401 565 554 485 417],0.0,87.2,86.05
535,5,206.57,Green Door,69.57,SVM,Agent,10,83.2,[792 789 773 634 656],0.0,63.6,59.77
536,5,208.57,Key Door,68.91,SVM,Agent,10,65.6,[1079 1090  935  939 1008],0.0,70.4,72.57
537,5,198.25,Other Door,65.1,SVM,Agent,10,60.8,[1291 1143 1106 1136 1139],0.0,67.4,70.05
538,5,190.58,Key,61.98,SVM,Agent,10,56.4,[1053  813  250  219 1094],0.0,65.4,68.78
539,5,136.13,Orb,40.68,SVM,Agent,10,33.6,[1040  792 1000 1048  795],0.0,51.0,51.53
540,5,233.29000000000002,Level Door,76.79,Double,Agent,10,70.8,[418 585 361 579 455],0.2,78.6,83.89
541,5,186.96,Level Door,49.43,Double,Agent,10,34.4,[418 585 361 579 455],0.5,64.8,87.76
542,5,188.74,Green Door,62.37,Double,Agent,10,60.0,[638 848 656 603 684],0.2,63.8,64.94
543,5,183.30999999999997,Green Door,48.28,Double,Agent,10,33.6,[638 848 656 603 684],0.5,64.0,85.71
544,5,146.84,Key Door,45.58,Double,Agent,10,39.2,[ 970  982 1067 1094 1070],0.2,53.2,54.44
545,5,124.16,Key Door,18.37,Double,Agent,10,10.8,[ 970  982 1067 1094 1070],0.5,52.0,61.36
546,5,205.51999999999998,Other Door,65.08,Double,Agent,10,54.8,[1329 1151 1165 1291 1107],0.2,70.6,80.12
547,5,180.07000000000002,Other Door,40.99,Double,Agent,10,26.4,[1329 1151 1165 1291 1107],0.5,62.0,91.67
548,5,138.87,Key,39.28,Double,Agent,10,30.4,[ 209 1083  326  266  227],0.2,53.0,55.47
549,5,114.19999999999999,Key,6.79,Double,Agent,10,3.6,[ 209 1083  326  266  227],0.5,50.6,60.0
550,5,215.55,Orb,69.7,Double,Agent,10,61.2,[ 575  777 1033  588  756],0.2,73.4,80.95
551,5,175.32999999999998,Orb,44.12,Double,Agent,10,30.0,[ 575  777 1033  588  756],0.5,62.0,83.33
552,5,262.17,Level Door,87.45,SVM,Agent,10,89.2,[507 559 567 528 400],0.0,87.2,85.77
553,5,190.92000000000002,Green Door,60.0,SVM,Agent,10,50.4,[667 615 847 726 788],0.0,66.4,74.12
554,5,199.06,Key Door,67.24,SVM,Agent,10,78.4,[ 855 1009 1019  913  862],0.0,61.8,58.86
555,5,211.76,Other Door,68.62,SVM,Agent,10,60.8,[1202 1135 1110 1150 1198],0.0,72.2,78.76
556,5,182.17000000000002,Key,61.91,SVM,Agent,10,71.2,[ 256  339 1075 1084  303],0.0,56.2,54.77
557,5,207.19,Orb,69.71,SVM,Agent,10,85.6,[1026  777  762 1329 1337],0.0,62.8,58.79
558,5,255.72,Level Door,85.13,Double,Agent,10,83.6,[405 566 574 352 398],0.2,85.4,86.72
559,5,215.47,Level Door,62.7,Double,Agent,10,46.4,[405 566 574 352 398],0.5,72.4,96.67
560,5,192.67000000000002,Green Door,63.6,Double,Agent,10,60.8,[664 614 693 753 759],0.2,65.2,66.67
561,5,187.57,Green Door,53.76,Double,Agent,10,40.0,[664 614 693 753 759],0.5,65.6,81.97
562,5,158.72,Key Door,50.34,Double,Agent,10,44.4,[1035  904  964  942 1086],0.2,56.2,58.12
563,5,145.90999999999997,Key Door,13.28,Double,Agent,10,7.2,[1035  904  964  942 1086],0.5,53.0,85.71
564,5,209.25,Other Door,63.05,Double,Agent,10,48.8,[1213 1180 1240 1239 1111],0.2,71.4,89.05
565,5,177.54999999999998,Other Door,37.18,Double,Agent,10,23.2,[1213 1180 1240 1239 1111],0.5,60.8,93.55
566,5,169.74,Key,46.99,Double,Agent,10,34.4,[ 303  306 1084  207 1060],0.2,61.2,74.14
567,5,141.91,Key,16.49,Double,Agent,10,9.2,[ 303  306 1084  207 1060],0.5,53.4,79.31
568,5,236.67000000000002,Orb,78.69,Double,Agent,10,76.8,[ 588  560 1307  752  550],0.2,79.2,80.67
569,5,192.79,Orb,54.89,Double,Agent,10,40.4,[ 588  560 1307  752  550],0.5,66.8,85.59
570,5,222.28,Level Door,70.36,SVM,Agent,10,58.4,[571 586 365 369 556],0.0,75.4,88.48
571,5,202.91,Green Door,68.37,SVM,Agent,10,85.6,[840 832 690 787 798],0.0,60.4,56.91
572,5,210.01,Key Door,70.1,SVM,Agent,10,70.8,[1079  905  924  916  996],0.0,69.8,69.41
573,5,180.54,Other Door,60.96,SVM,Agent,10,65.6,[1332 1112 1248 1229 1219],0.0,58.0,56.94
574,5,156.51999999999998,Key,51.84,SVM,Agent,10,50.8,[ 227  321  842 1085 1051],0.0,52.8,52.92
575,5,226.65,Orb,75.05,SVM,Agent,10,71.6,[1313  592  754 1045  199],0.0,76.2,78.85
576,5,248.32,Level Door,82.62,Double,Agent,10,80.8,[411 388 565 490 589],0.2,83.0,84.52
577,5,181.06,Level Door,46.96,Double,Agent,10,32.4,[411 388 565 490 589],0.5,63.4,85.26
578,5,192.67000000000002,Green Door,63.6,Double,Agent,10,60.8,[655 807 644 774 742],0.2,65.2,66.67
579,5,192.32,Green Door,58.02,Double,Agent,10,45.6,[655 807 644 774 742],0.5,67.0,79.72
580,5,157.94,Key Door,39.53,Double,Agent,10,27.2,[1043  907 1014  871  910],0.2,58.4,72.34
581,5,145.2,Key Door,6.92,Double,Agent,10,3.6,[1043  907 1014  871  910],0.5,51.6,90.0
582,5,198.94,Other Door,52.32,Double,Agent,10,36.0,[1131 1222 1128 1331 1187],0.2,67.2,95.74
583,5,173.32999999999998,Other Door,29.25,Double,Agent,10,17.2,[1131 1222 1128 1331 1187],0.5,58.4,97.73
584,5,150.07999999999998,Key,43.48,Double,Agent,10,34.0,[325 228 225 321 847],0.2,55.8,60.28
585,5,126.67,Key,14.29,Double,Agent,10,8.0,[325 228 225 321 847],0.5,52.0,66.67
586,5,200.57,Orb,66.67,Double,Agent,10,65.6,[ 179 1003 1321  786  159],0.2,67.2,67.77
587,5,156.39999999999998,Orb,30.97,Double,Agent,10,19.2,[ 179 1003 1321  786  159],0.5,57.2,80.0
588,5,230.14999999999998,Level Door,75.76,SVM,Agent,10,70.0,[554 471 594 476 566],0.0,77.6,82.55
589,5,190.38,Green Door,64.43,SVM,Agent,10,72.8,[759 811 817 658 659],0.0,59.8,57.78
590,5,200.10000000000002,Key Door,67.17,SVM,Agent,10,70.8,[ 990  903 1049 1041  999],0.0,65.4,63.9
591,5,200.52999999999997,Other Door,67.3,SVM,Agent,10,70.8,[1164 1344 1224 1127 1293],0.0,65.6,64.13
592,5,189.64000000000001,Key,64.18,SVM,Agent,10,72.4,[ 240 1051  309  826 1073],0.0,59.6,57.64
593,5,230.99,Orb,77.3,SVM,Agent,10,82.4,[ 784  767 1347  553 1014],0.0,75.8,72.79
594,5,238.28,Level Door,79.44,Double,Agent,10,79.6,[426 499 470 401 405],0.2,79.4,79.28
595,5,206.34,Level Door,59.84,Double,Agent,10,44.4,[426 499 470 401 405],0.5,70.2,91.74
596,5,153.77,Green Door,41.32,Double,Agent,10,30.0,[656 770 652 617 823],0.2,57.4,66.37
597,5,156.0,Green Door,7.69,Double,Agent,10,4.0,[656 770 652 617 823],0.5,52.0,100.0
598,5,179.03000000000003,Key Door,55.85,Double,Agent,10,46.8,[1086  911  907  874  959],0.2,63.0,69.23
599,5,139.07,Key Door,16.43,Double,Agent,10,9.2,[1086  911  907  874  959],0.5,53.2,76.67
600,5,140.18,Other Door,43.09,Double,Agent,10,36.8,[1203 1312 1261 1243 1240],0.2,51.4,51.98
601,5,136.70000000000002,Other Door,31.14,Double,Agent,10,20.8,[1203 1312 1261 1243 1240],0.5,54.0,61.9
602,5,157.70999999999998,Key,51.59,Double,Agent,10,48.8,[ 309  847 1074  261  842],0.2,54.2,54.71
603,5,124.06,Key,28.65,Double,Agent,10,19.6,[ 309  847 1074  261  842],0.5,51.2,53.26
604,5,151.43,Orb,46.15,Double,Agent,10,38.4,[1036  183 1337  774 1021],0.2,55.2,57.83
605,5,137.39000000000001,Orb,28.66,Double,Agent,10,18.4,[1036  183 1337  774 1021],0.5,54.2,64.79
606,5,244.62,Level Door,81.73,SVM,Agent,10,86.8,[469 361 532 540 468],0.0,80.6,77.22
607,5,171.8,Green Door,54.08,SVM,Agent,10,46.4,[707 773 811 817 760],0.0,60.6,64.8
608,5,205.07,Key Door,69.09,SVM,Agent,10,83.6,[ 853 1089 1037  913  904],0.0,62.6,58.87
609,5,164.96,Other Door,54.77,SVM,Agent,10,54.0,[1278 1317 1309 1333 1191],0.0,55.4,55.56
610,5,175.96,Key,59.48,SVM,Agent,10,64.0,[ 221  330 1060  323 1089],0.0,56.4,55.56
611,5,210.56,Orb,67.44,SVM,Agent,10,58.0,[1336 1010  794 1307 1324],0.0,72.0,80.56
612,5,223.89,Level Door,73.17,Double,Agent,10,66.0,[495 417 566 585 471],0.2,75.8,82.09
613,5,196.89,Level Door,55.25,Double,Agent,10,40.0,[495 417 566 585 471],0.5,67.6,89.29
614,5,118.38999999999999,Green Door,32.74,Double,Agent,10,25.6,[677 783 674 797 751],0.2,47.4,45.39
615,5,94.61999999999999,Green Door,9.22,Double,Agent,10,5.2,[677 783 674 797 751],0.5,48.8,40.62
616,5,134.53,Key Door,37.5,Double,Agent,10,28.8,[1033 1006  957 1037  956],0.2,52.0,53.73
617,5,125.62,Key Door,23.15,Double,Agent,10,14.4,[1033 1006  957 1037  956],0.5,52.2,59.02
618,5,211.26999999999998,Other Door,65.51,Double,Agent,10,52.8,[1214 1251 1318 1188 1190],0.2,72.2,86.27
619,5,175.27,Other Door,30.98,Double,Agent,10,18.4,[1214 1251 1318 1188 1190],0.5,59.0,97.87
620,5,156.22,Key,38.23,Double,Agent,10,26.0,[ 802 1089  224  246  262],0.2,58.0,72.22
621,5,138.43,Key,22.82,Double,Agent,10,13.6,[ 802 1089  224  246  262],0.5,54.0,70.83
622,5,188.07,Orb,63.26,Double,Agent,10,66.8,[1034  565  175 1041  761],0.2,61.2,60.07
623,5,160.39999999999998,Orb,28.67,Double,Agent,10,17.2,[1034  565  175 1041  761],0.5,57.2,86.0
624,5,265.43,Level Door,88.51,SVM,Agent,10,94.0,[432 520 530 541 494],0.0,87.8,83.63
625,5,208.55,Green Door,70.09,SVM,Agent,10,76.4,[807 791 846 604 836],0.0,67.4,64.75
626,5,168.7,Key Door,57.99,SVM,Agent,10,70.4,[ 987  912  952 1029  952],0.0,49.0,49.3
627,5,202.74,Other Door,65.14,SVM,Agent,10,56.8,[1290 1106 1214 1172 1324],0.0,69.6,76.34
628,5,198.46999999999997,Key,66.54,SVM,Agent,10,69.2,[1076  231  202  290 1056],0.0,65.2,64.07
629,5,230.89000000000001,Orb,77.25,SVM,Agent,10,87.6,[ 788 1326 1006 1028 1323],0.0,74.2,69.09
630,5,228.39999999999998,Level Door,74.67,Double,Agent,10,67.2,[410 552 373 589 451],0.2,77.2,84.0
631,5,190.64000000000001,Level Door,52.51,Double,Agent,10,37.6,[410 552 373 589 451],0.5,66.0,87.04
632,5,199.63000000000002,Green Door,65.37,Double,Agent,10,60.4,[822 734 693 776 847],0.2,68.0,71.23
633,5,185.19,Green Door,52.83,Double,Agent,10,39.2,[822 734 693 776 847],0.5,65.0,80.99
634,5,178.99,Key Door,58.02,Double,Agent,10,52.8,[1048  850  938  863  870],0.2,61.8,64.39
635,5,123.84,Key Door,14.84,Double,Agent,10,8.4,[1048  850  938  863  870],0.5,51.8,63.64
636,5,125.94,Other Door,36.54,Double,Agent,10,29.6,[1104 1147 1284 1242 1322],0.2,48.6,47.74
637,5,90.59,Other Door,13.59,Double,Agent,10,8.4,[1104 1147 1284 1242 1322],0.5,46.6,35.59
638,5,150.66,Key,46.19,Double,Agent,10,38.8,[ 250  824  807  290 1055],0.2,54.8,57.06
639,5,131.15,Key,30.18,Double,Agent,10,20.4,[ 250  824  807  290 1055],0.5,52.8,57.95
640,5,230.41,Orb,76.54,Double,Agent,10,74.4,[1320  775  760 1022  159],0.2,77.2,78.81
641,5,188.01000000000002,Orb,47.79,Double,Agent,10,32.4,[1320  775  760 1022  159],0.5,64.6,91.01
642,5,246.36999999999998,Level Door,81.99,SVM,Agent,10,95.6,[494 363 405 547 510],0.0,79.0,71.77
643,5,182.74,Green Door,62.27,SVM,Agent,10,75.6,[840 751 772 755 694],0.0,54.2,52.94
644,5,159.97,Key Door,54.48,SVM,Agent,10,59.6,[ 883  867 1058  882  920],0.0,50.2,50.17
645,5,168.48000000000002,Other Door,50.99,SVM,Agent,10,41.2,[1193 1197 1319 1250 1248],0.0,60.4,66.88
646,5,141.29,Key,47.34,SVM,Agent,10,48.0,[1073  349  320  285  823],0.0,46.6,46.69
647,5,239.54,Orb,80.07,SVM,Agent,10,87.6,[ 778  786 1023  753  199],0.0,78.2,73.74
648,5,218.85000000000002,Level Door,68.93,Double,Agent,10,56.8,[477 434 386 541 377],0.2,74.4,87.65
649,5,197.63,Level Door,50.74,Double,Agent,10,34.4,[477 434 386 541 377],0.5,66.6,96.63
650,5,165.93,Green Door,54.08,Double,Agent,10,50.4,[606 789 625 639 640],0.2,57.2,58.33
651,5,142.43,Green Door,38.15,Double,Agent,10,28.0,[606 789 625 639 640],0.5,54.6,59.83
652,5,152.76,Key Door,40.55,Double,Agent,10,29.2,[ 954  881  881 1071  998],0.2,57.2,66.36
653,5,141.91,Key Door,16.49,Double,Agent,10,9.2,[ 954  881  881 1071  998],0.5,53.4,79.31
654,5,203.36,Other Door,65.29,Double,Agent,10,56.8,[1322 1117 1109 1266 1318],0.2,69.8,76.76
655,5,163.79999999999998,Other Door,16.85,Double,Agent,10,9.2,[1322 1117 1109 1266 1318],0.5,54.6,100.0
656,5,130.05,Key,31.91,Double,Agent,10,22.4,[ 285 1066  840 1095  238],0.2,52.2,55.45
657,5,134.67,Key,14.44,Double,Agent,10,8.0,[ 285 1066  840 1095  238],0.5,52.6,74.07
658,5,236.67000000000002,Orb,78.69,Double,Agent,10,76.8,[1309 1023  794 1314  585],0.2,79.2,80.67
659,5,200.26999999999998,Orb,56.35,Double,Agent,10,40.8,[1309 1023  794 1314  585],0.5,68.4,91.07
660,5,264.96000000000004,Level Door,88.36,SVM,Agent,10,89.6,[359 426 359 531 463],0.0,88.2,87.16
661,5,183.89000000000001,Green Door,61.14,SVM,Agent,10,60.4,[673 643 697 769 761],0.0,61.6,61.89
662,5,163.09,Key Door,55.66,SVM,Agent,10,62.0,[1024  865  990 1075  929],0.0,50.6,50.49
663,5,229.32000000000002,Other Door,72.77,SVM,Agent,10,60.4,[1131 1113 1127 1109 1194],0.0,77.4,91.52
664,5,220.87,Key,73.89,SVM,Agent,10,90.0,[ 275  216 1077  296  813],0.0,68.2,62.67
665,5,218.53,Orb,73.24,SVM,Agent,10,87.6,[ 197  791 1028 1336 1314],0.0,68.0,62.93
666,5,231.5,Level Door,75.17,Double,Agent,10,66.0,[524 508 435 569 559],0.2,78.2,87.3
667,5,195.71,Level Door,50.15,Double,Agent,10,34.0,[524 508 435 569 559],0.5,66.2,95.51
668,5,168.25,Green Door,55.81,Double,Agent,10,54.8,[612 663 806 636 836],0.2,56.6,56.85
669,5,169.94,Green Door,48.95,Double,Agent,10,37.2,[612 663 806 636 836],0.5,61.2,71.54
670,5,158.42,Key Door,36.09,Double,Agent,10,23.6,[991 912 898 934 885],0.2,58.2,76.62
671,5,164.38,Key Door,28.86,Double,Agent,10,17.2,[991 912 898 934 885],0.5,57.6,89.58
672,5,206.60000000000002,Other Door,68.21,Double,Agent,10,64.8,[1104 1312 1275 1167 1183],0.2,69.8,72.0
673,5,191.18,Other Door,48.52,Double,Agent,10,32.8,[1104 1312 1275 1167 1183],0.5,65.2,93.18
674,5,131.47,Key,38.0,Double,Agent,10,30.4,[276 345 264 841 205],0.2,50.4,50.67
675,5,97.56,Key,18.35,Double,Agent,10,12.0,[276 345 264 841 205],0.5,46.6,38.96
676,5,203.59,Orb,60.37,Double,Agent,10,46.0,[1010  756  178  154  578],0.2,69.8,87.79
677,5,159.0,Orb,11.32,Double,Agent,10,6.0,[1010  756  178  154  578],0.5,53.0,100.0
678,5,242.57,Level Door,80.68,SVM,Agent,10,96.0,[473 378 443 525 581],0.0,77.0,69.57
679,5,216.89999999999998,Green Door,72.67,SVM,Agent,10,88.8,[828 789 674 651 704],0.0,66.6,61.5
680,5,186.96,Key Door,63.47,SVM,Agent,10,74.0,[1012  946 1080 1084  870],0.0,57.4,55.56
681,5,171.65,Other Door,55.84,SVM,Agent,10,51.6,[1261 1231 1242 1212 1134],0.0,59.2,60.85
682,5,178.39999999999998,Key,54.0,SVM,Agent,10,43.2,[ 232 1087  333  252 1095],0.0,63.2,72.0
683,5,239.73999999999998,Orb,80.15,SVM,Agent,10,86.4,[ 165  187 1323  552  567],0.0,78.6,74.74
684,5,225.54,Level Door,73.18,Double,Agent,10,64.4,[373 474 585 493 403],0.2,76.4,84.74
685,5,198.23,Level Door,55.15,Double,Agent,10,39.6,[373 474 585 493 403],0.5,67.8,90.83
686,5,200.56,Green Door,65.81,Double,Agent,10,61.2,[722 766 648 653 709],0.2,68.2,71.16
687,5,181.75,Green Door,52.52,Double,Agent,10,39.6,[722 766 648 653 709],0.5,64.2,77.95
688,5,169.17000000000002,Key Door,52.83,Double,Agent,10,44.8,[ 915  958 1073  957  879],0.2,60.0,64.37
689,5,133.38,Key Door,20.41,Double,Agent,10,12.0,[ 915  958 1073  957  879],0.5,53.2,68.18
690,5,216.48999999999998,Other Door,65.98,Double,Agent,10,51.6,[1280 1176 1313 1233 1289],0.2,73.4,91.49
691,5,158.06,Other Door,18.71,Double,Agent,10,10.4,[1280 1176 1313 1233 1289],0.5,54.8,92.86
692,5,146.42,Key,46.8,Double,Agent,10,42.4,[238 347 296 841 265],0.2,51.8,52.22
693,5,115.09,Key,9.56,Double,Agent,10,5.2,[238 347 296 841 265],0.5,50.8,59.09
694,5,229.54,Orb,74.66,Double,Agent,10,66.0,[1046  169  163 1015  176],0.2,77.6,85.94
695,5,182.71,Orb,45.7,Double,Agent,10,30.8,[1046  169  163 1015  176],0.5,63.4,88.51
696,5,243.39999999999998,Level Door,81.32,SVM,Agent,10,88.8,[498 530 548 577 592],0.0,79.6,75.0
697,5,204.2,Green Door,65.75,SVM,Agent,10,57.6,[634 711 608 841 691],0.0,70.0,76.6
698,5,159.8,Key Door,46.67,SVM,Agent,10,36.4,[ 850 1090  962  882  919],0.0,58.4,65.0
699,5,143.71,Other Door,48.24,SVM,Agent,10,49.2,[1210 1253 1252 1136 1154],0.0,47.2,47.31
700,5,199.84,Key,67.38,SVM,Agent,10,75.2,[251 221 267 233 327],0.0,63.6,61.04
701,5,238.61,Orb,79.78,SVM,Agent,10,86.8,[1315  566 1025  186  153],0.0,78.0,73.81
702,5,226.94,Level Door,73.88,Double,Agent,10,65.6,[520 590 450 518 573],0.2,76.8,84.54
703,5,188.06,Level Door,49.57,Double,Agent,10,34.4,[520 590 450 518 573],0.5,65.0,88.66
704,5,197.45999999999998,Green Door,65.73,Double,Agent,10,65.2,[756 694 846 775 602],0.2,66.0,66.26
705,5,168.96999999999997,Green Door,45.98,Double,Agent,10,33.2,[756 694 846 775 602],0.5,61.0,74.77
706,5,163.65,Key Door,51.28,Double,Agent,10,44.0,[ 897 1065  923 1078 1048],0.2,58.2,61.45
707,5,136.31,Key Door,27.67,Double,Agent,10,17.6,[ 897 1065  923 1078 1048],0.5,54.0,64.71
708,5,196.76,Other Door,57.67,Double,Agent,10,43.6,[1331 1344 1128 1125 1160],0.2,68.0,85.16
709,5,164.91,Other Door,27.8,Double,Agent,10,16.4,[1331 1344 1128 1125 1160],0.5,57.4,91.11
710,5,166.92000000000002,Key,52.34,Double,Agent,10,44.8,[823 259 238 346 267],0.2,59.2,62.92
711,5,147.93,Key,30.38,Double,Agent,10,19.2,[823 259 238 346 267],0.5,56.0,72.73
712,5,173.48,Orb,52.61,Double,Agent,10,42.4,[ 776 1013 1031 1314  779],0.2,61.8,69.28
713,5,154.2,Orb,28.85,Double,Agent,10,17.6,[ 776 1013 1031 1314  779],0.5,56.6,80.0
714,5,255.57999999999998,Level Door,85.26,SVM,Agent,10,86.8,[419 540 392 475 364],0.0,85.0,83.78
715,5,175.20999999999998,Green Door,59.79,SVM,Agent,10,69.6,[768 727 616 726 783],0.0,53.2,52.41
716,5,166.74,Key Door,51.78,SVM,Agent,10,43.6,[1016  979  937  852  999],0.0,59.4,63.74
717,5,198.66,Other Door,67.12,SVM,Agent,10,78.8,[1136 1146 1278 1202 1136],0.0,61.4,58.46
718,5,158.43,Key,48.93,SVM,Agent,10,41.2,[ 807 1076  230  342  243],0.0,57.0,60.23
719,5,223.96,Orb,74.28,SVM,Agent,10,71.6,[ 174  571  793 1330 1040],0.0,75.2,77.16
720,5,209.26999999999998,Level Door,67.13,Double,Agent,10,58.0,[441 453 476 489 391],0.2,71.6,79.67
721,5,190.91,Level Door,51.28,Double,Agent,10,36.0,[441 453 476 489 391],0.5,65.8,89.11
722,5,182.09,Green Door,59.03,Double,Agent,10,53.6,[655 664 643 741 764],0.2,62.8,65.69
723,5,180.69,Green Door,48.59,Double,Agent,10,34.4,[655 664 643 741 764],0.5,63.6,82.69
724,5,169.29999999999998,Key Door,51.36,Double,Agent,10,41.6,[1066 1095 1087  906  906],0.2,60.6,67.1
725,5,157.0,Key Door,36.36,Double,Agent,10,24.0,[1066 1095 1087  906  906],0.5,58.0,75.0
726,5,218.8,Other Door,67.67,Double,Agent,10,54.0,[1168 1288 1255 1239 1138],0.2,74.2,90.6
727,5,198.39000000000001,Other Door,52.6,Double,Agent,10,36.4,[1168 1288 1255 1239 1138],0.5,67.2,94.79
728,5,155.76999999999998,Key,51.44,Double,Agent,10,50.0,[ 217  239  327 1088  278],0.2,52.8,52.97
729,5,144.57,Key,29.21,Double,Agent,10,18.4,[ 217  239  327 1088  278],0.5,55.4,70.77
730,5,216.88,Orb,70.16,Double,Agent,10,61.6,[ 778  175  559 1009 1001],0.2,73.8,81.48
731,5,154.47000000000003,Orb,32.7,Double,Agent,10,20.8,[ 778  175  559 1009 1001],0.5,57.2,76.47
732,5,255.60000000000002,Level Door,85.2,SVM,Agent,10,85.2,[590 390 360 384 448],0.0,85.2,85.2
733,5,192.93,Green Door,64.75,SVM,Agent,10,67.6,[743 654 835 823 689],0.0,63.2,62.13
734,5,171.76,Key Door,56.42,SVM,Agent,10,53.6,[ 905 1086 1051  893  918],0.0,58.6,59.56
735,5,177.18,Other Door,52.44,SVM,Agent,10,40.8,[1226 1308 1179 1285 1308],0.0,63.0,73.38
736,5,198.94,Key,67.21,SVM,Agent,10,81.6,[302 226 221 346 233],0.0,60.2,57.14
737,5,230.51,Orb,76.41,SVM,Agent,10,73.2,[ 599 1304  580  177 1338],0.0,77.4,79.91
738,5,193.69,Level Door,60.95,Double,Agent,10,51.2,[422 437 537 522 357],0.2,67.2,75.29
739,5,175.69,Level Door,43.79,Double,Agent,10,29.6,[422 437 537 522 357],0.5,62.0,84.09
