,NumExp,CPR,Concept,F1Score,Pattern,Encoding,Pattern Complexity,Recall,Examples,TH,Accuracy,Precision
245,5,161.19,Orb,30.26,Double,Agent,10,18.4,[ 164  778 1347  165  762],0.5,57.6,85.19
246,5,231.63,Level Door,74.47,SVM,Agent,10,63.6,[517 472 529 550 501],0.0,78.2,89.83
247,5,211.90999999999997,Green Door,71.23,SVM,Agent,10,79.2,[760 837 849 673 603],0.0,68.0,64.71
248,5,140.97,Key Door,44.49,SVM,Agent,10,39.6,[ 922 1011 1041  935  977],0.0,50.6,50.77
249,5,196.06,Other Door,62.85,SVM,Agent,10,54.8,[1320 1262 1127 1310 1122],0.0,67.6,73.66
250,5,218.76,Key,73.27,SVM,Agent,10,88.8,[ 308  202  228 1057 1074],0.0,67.6,62.36
251,5,239.84,Orb,79.92,SVM,Agent,10,79.6,[ 196  190  792 1039 1302],0.0,80.0,80.24
252,5,221.39,Level Door,71.03,Double,Agent,10,60.8,[417 384 436 587 354],0.2,75.2,85.39
253,5,182.32,Level Door,44.11,Double,Agent,10,29.2,[417 384 436 587 354],0.5,63.0,90.12
254,5,186.51,Green Door,59.86,Double,Agent,10,52.8,[788 729 709 614 805],0.2,64.6,69.11
255,5,187.7,Green Door,53.51,Double,Agent,10,39.6,[788 729 709 614 805],0.5,65.6,82.5
256,5,156.2,Key Door,43.73,Double,Agent,10,32.8,[1002  883  877  908 1014],0.2,57.8,65.6
257,5,106.73,Key Door,6.04,Double,Agent,10,3.2,[1002  883  877  908 1014],0.5,50.2,53.33
258,5,176.67,Other Door,54.81,Double,Agent,10,45.6,[1334 1302 1283 1135 1204],0.2,62.4,68.67
259,5,131.89000000000001,Other Door,23.53,Double,Agent,10,14.4,[1334 1302 1283 1135 1204],0.5,53.2,64.29
260,5,166.51,Key,46.77,Double,Agent,10,34.8,[1068  328  309  255  832],0.2,60.4,71.31
261,5,149.5,Key,15.33,Double,Agent,10,8.4,[1068  328  309  255  832],0.5,53.6,87.5
262,5,216.56,Orb,71.58,Double,Agent,10,68.0,[ 799 1001 1323  558  594],0.2,73.0,75.56
263,5,158.51,Orb,28.57,Double,Agent,10,17.2,[ 799 1001 1323  558  594],0.5,57.0,84.31
264,5,175.55,Level Door,57.39,SVM,Agent,10,53.6,[518 443 544 433 464],0.0,60.2,61.75
265,5,206.89,Green Door,69.65,SVM,Agent,10,84.0,[650 849 768 735 804],0.0,63.4,59.49
266,5,184.54,Key Door,61.66,SVM,Agent,10,62.4,[ 930  899  989  884 1021],0.0,61.2,60.94
267,5,208.28000000000003,Other Door,64.87,SVM,Agent,10,52.8,[1190 1183 1108 1286 1111],0.0,71.4,84.08
268,5,170.22,Key,57.62,SVM,Agent,10,62.0,[ 224 1098  821  285  824],0.0,54.4,53.82
269,5,228.17,Orb,76.34,SVM,Agent,10,88.4,[ 758  553  785 1046  791],0.0,72.6,67.17
270,5,218.98000000000002,Level Door,72.1,Double,Agent,10,67.2,[553 395 488 568 528],0.2,74.0,77.78
271,5,191.62,Level Door,51.71,Double,Agent,10,36.4,[553 395 488 568 528],0.5,66.0,89.22
272,5,184.85000000000002,Green Door,61.16,Double,Agent,10,59.2,[659 775 810 677 828],0.2,62.4,63.25
273,5,158.76,Green Door,40.35,Double,Agent,10,28.0,[659 775 810 677 828],0.5,58.6,72.16
274,5,142.67000000000002,Key Door,45.19,Double,Agent,10,40.4,[1002 1036 1052  872 1079],0.2,51.0,51.27
275,5,122.67,Key Door,17.75,Double,Agent,10,10.4,[1002 1036 1052  872 1079],0.5,51.8,60.47
276,5,198.35,Other Door,64.93,Double,Agent,10,60.0,[1122 1192 1187 1341 1175],0.2,67.6,70.75
277,5,182.2,Other Door,42.46,Double,Agent,10,27.6,[1122 1192 1187 1341 1175],0.5,62.6,92.0
278,5,169.47,Key,49.61,Double,Agent,10,38.4,[ 241  245  263  811 1078],0.2,61.0,70.07
279,5,140.82000000000002,Key,8.37,Double,Agent,10,4.4,[ 241  245  263  811 1078],0.5,51.8,84.62
280,5,230.24,Orb,75.06,Double,Agent,10,66.8,[ 552  574 1029  772  755],0.2,77.8,85.64
281,5,179.26,Orb,44.18,Double,Agent,10,29.6,[ 552  574 1029  772  755],0.5,62.6,87.06
282,5,265.7,Level Door,88.63,SVM,Agent,10,92.0,[478 406 555 365 483],0.0,88.2,85.5
283,5,200.13,Green Door,67.25,SVM,Agent,10,91.6,[814 621 784 732 838],0.0,55.4,53.13
284,5,187.45000000000002,Key Door,59.95,SVM,Agent,10,52.4,[ 877  951  914 1030  961],0.0,65.0,70.05
285,5,211.04000000000002,Other Door,66.83,SVM,Agent,10,56.0,[1215 1105 1292 1297 1209],0.0,72.2,82.84
286,5,175.1,Key,56.18,SVM,Agent,10,50.0,[ 249  266  287  210 1098],0.0,61.0,64.1
287,5,193.6,Orb,65.51,SVM,Agent,10,75.6,[ 555 1020  167  160 1028],0.0,60.2,57.8
288,5,232.29,Level Door,76.66,Double,Agent,10,71.6,[552 552 372 413 481],0.2,78.2,82.49
289,5,187.85999999999999,Level Door,47.02,Double,Agent,10,31.6,[552 552 372 413 481],0.5,64.4,91.86
290,5,196.69,Green Door,64.68,Double,Agent,10,60.8,[822 821 780 826 701],0.2,66.8,69.09
291,5,179.82,Green Door,50.0,Double,Agent,10,36.4,[822 821 780 826 701],0.5,63.6,79.82
292,5,130.46,Key Door,36.83,Double,Agent,10,28.8,[ 996  850 1068  854  850],0.2,50.6,51.06
293,5,109.54,Key Door,20.62,Double,Agent,10,13.2,[ 996  850 1068  854  850],0.5,49.2,47.14
294,5,193.05,Other Door,60.81,Double,Agent,10,51.2,[1220 1176 1201 1312 1137],0.2,67.0,74.85
295,5,182.91,Other Door,42.95,Double,Agent,10,28.0,[1220 1176 1201 1312 1137],0.5,62.8,92.11
296,5,160.26,Key,48.53,Double,Agent,10,39.6,[214 239 294 211 333],0.2,58.0,62.66
297,5,132.4,Key,22.0,Double,Agent,10,13.2,[214 239 294 211 333],0.5,53.2,66.0
298,5,229.82,Orb,76.15,Double,Agent,10,72.8,[ 799  775 1044 1328 1043],0.2,77.2,79.82
299,5,171.22,Orb,45.01,Double,Agent,10,31.6,[ 799  775 1044 1328 1043],0.5,61.4,78.22
300,5,204.92,Level Door,68.96,SVM,Agent,10,76.0,[357 388 445 374 598],0.0,65.8,63.12
301,5,182.17,Green Door,61.94,SVM,Agent,10,71.6,[824 675 696 658 818],0.0,56.0,54.57
302,5,167.68,Key Door,56.37,SVM,Agent,10,58.4,[ 980  880 1096 1009  934],0.0,54.8,54.48
303,5,182.27999999999997,Other Door,56.73,SVM,Agent,10,47.2,[1194 1113 1339 1235 1161],0.0,64.0,71.08
304,5,181.9,Key,58.61,SVM,Agent,10,52.4,[ 226  823 1062  344  273],0.0,63.0,66.5
305,5,205.27999999999997,Orb,69.18,SVM,Agent,10,80.8,[ 161  781 1040 1044  192],0.0,64.0,60.48
306,5,222.76,Level Door,71.63,Double,Agent,10,61.6,[583 524 412 443 419],0.2,75.6,85.56
307,5,193.75,Level Door,48.81,Double,Agent,10,32.8,[583 524 412 443 419],0.5,65.6,95.35
308,5,191.98000000000002,Green Door,61.85,Double,Agent,10,54.8,[713 634 830 728 759],0.2,66.2,70.98
309,5,174.21,Green Door,45.4,Double,Agent,10,31.6,[713 634 830 728 759],0.5,62.0,80.61
310,5,157.09,Key Door,51.07,Double,Agent,10,47.6,[1017  981 1057 1069  988],0.2,54.4,55.09
311,5,134.47,Key Door,24.18,Double,Agent,10,14.8,[1017  981 1057 1069  988],0.5,53.6,66.07
312,5,146.8,Other Door,46.26,Double,Agent,10,40.8,[1268 1308 1302 1304 1321],0.2,52.6,53.4
313,5,119.89,Other Door,22.29,Double,Agent,10,14.0,[1268 1308 1302 1304 1321],0.5,51.2,54.69
314,5,165.45,Key,53.59,Double,Agent,10,49.2,[ 296  266  225 1072  292],0.2,57.4,58.85
315,5,151.79999999999998,Key,35.04,Double,Agent,10,23.2,[ 296  266  225 1072  292],0.5,57.0,71.6
316,5,224.36,Orb,73.09,Double,Agent,10,65.2,[ 176  152 1324  798  783],0.2,76.0,83.16
317,5,185.24,Orb,49.86,Double,Agent,10,35.2,[ 176  152 1324  798  783],0.5,64.6,85.44
318,5,253.39999999999998,Level Door,84.4,SVM,Agent,10,95.2,[589 478 436 541 538],0.0,82.4,75.8
319,5,205.44,Green Door,69.11,SVM,Agent,10,75.6,[741 708 756 716 711],0.0,66.2,63.64
320,5,148.27,Key Door,47.22,SVM,Agent,10,42.4,[ 975 1055  946  983  850],0.0,52.6,53.27
321,5,225.17000000000002,Other Door,74.14,SVM,Agent,10,68.8,[1239 1292 1280 1120 1275],0.0,76.0,80.37
322,5,170.2,Key,55.48,SVM,Agent,10,51.6,[1090 1075  256  335  325],0.0,58.6,60.0
323,5,182.68,Orb,58.26,SVM,Agent,10,50.8,[1012  552 1334 1332 1014],0.0,63.6,68.28
324,5,228.13,Level Door,75.82,Double,Agent,10,74.0,[481 504 471 490 406],0.2,76.4,77.73
325,5,196.85000000000002,Level Door,54.34,Double,Agent,10,38.8,[481 504 471 490 406],0.5,67.4,90.65
326,5,156.49,Green Door,47.57,Double,Agent,10,39.2,[659 652 799 600 844],0.2,56.8,60.49
327,5,146.41,Green Door,30.72,Double,Agent,10,19.6,[659 652 799 600 844],0.5,55.8,71.01
328,5,144.41,Key Door,42.68,Double,Agent,10,34.4,[ 978  865 1024 1048  923],0.2,53.8,56.21
329,5,142.23000000000002,Key Door,26.14,Double,Agent,10,16.0,[ 978  865 1024 1048  923],0.5,54.8,71.43
330,5,194.09,Other Door,53.63,Double,Agent,10,38.4,[1156 1169 1184 1313 1100],0.2,66.8,88.89
331,5,178.60000000000002,Other Door,36.77,Double,Agent,10,22.8,[1156 1169 1184 1313 1100],0.5,60.8,95.0
332,5,142.49,Key,45.62,Double,Agent,10,41.6,[ 843 1052  842  233  269],0.2,50.4,50.49
333,5,118.9,Key,24.92,Double,Agent,10,16.4,[ 843 1052  842  233  269],0.5,50.6,51.9
334,5,230.8,Orb,76.6,Double,Agent,10,74.0,[1334  798 1348 1310  764],0.2,77.4,79.4
335,5,185.54000000000002,Orb,49.57,Double,Agent,10,34.8,[1334  798 1348 1310  764],0.5,64.6,86.14
336,5,256.85,Level Door,84.85,SVM,Agent,10,78.4,[436 365 384 440 455],0.0,86.0,92.45
337,5,215.70000000000002,Green Door,72.43,SVM,Agent,10,80.4,[834 747 681 821 638],0.0,69.4,65.9
338,5,167.6,Key Door,53.98,SVM,Agent,10,48.8,[ 886 1035  928  971  900],0.0,58.4,60.4
339,5,174.99,Other Door,60.06,SVM,Agent,10,77.6,[1266 1246 1319 1260 1265],0.0,48.4,48.99
340,5,151.98,Key,46.26,SVM,Agent,10,38.4,[814 249 245 265 258],0.0,55.4,58.18
341,5,207.12,Orb,68.35,SVM,Agent,10,64.8,[ 787  556 1033  771  552],0.0,70.0,72.32
342,5,201.21,Level Door,65.01,Double,Agent,10,57.6,[495 522 364 453 387],0.2,69.0,74.61
343,5,202.39999999999998,Level Door,58.38,Double,Agent,10,43.2,[495 522 364 453 387],0.5,69.2,90.0
344,5,199.32999999999998,Green Door,63.03,Double,Agent,10,53.2,[765 629 784 730 714],0.2,68.8,77.33
345,5,171.35000000000002,Green Door,40.61,Double,Agent,10,26.8,[765 629 784 730 714],0.5,60.8,83.75
346,5,167.51,Key Door,53.69,Double,Agent,10,48.0,[1068 1073 1048 1080 1004],0.2,58.6,60.91
347,5,124.16,Key Door,18.37,Double,Agent,10,10.8,[1068 1073 1048 1080 1004],0.5,52.0,61.36
348,5,185.95000000000002,Other Door,53.23,Double,Agent,10,39.6,[1218 1306 1234 1292 1196],0.2,65.2,81.15
349,5,172.53,Other Door,33.44,Double,Agent,10,20.4,[1218 1306 1234 1292 1196],0.5,59.4,92.73
350,5,87.97999999999999,Key,17.11,Double,Agent,10,11.6,[281 315 315 807 200],0.2,43.8,32.58
351,5,83.73,Key,1.56,Double,Agent,10,0.8,[281 315 315 807 200],0.5,49.6,33.33
352,5,233.33,Orb,77.64,Double,Agent,10,76.4,[ 169  159 1023  569 1037],0.2,78.0,78.93
353,5,188.01999999999998,Orb,53.01,Double,Agent,10,38.8,[ 169  159 1023  569 1037],0.5,65.6,83.62
354,5,256.69,Level Door,85.36,SVM,Agent,10,82.8,[428 597 528 449 430],0.0,85.8,88.09
355,5,152.78000000000003,Green Door,48.54,SVM,Agent,10,43.2,[697 812 695 749 669],0.0,54.2,55.38
356,5,189.74,Key Door,61.3,SVM,Agent,10,54.8,[1099  919 1073  895  884],0.0,65.4,69.54
357,5,186.67000000000002,Other Door,62.5,SVM,Agent,10,64.0,[1128 1302 1256 1325 1334],0.0,61.6,61.07
358,5,220.96999999999997,Key,73.96,SVM,Agent,10,89.2,[ 337 1083  801 1062  288],0.0,68.6,63.17
359,5,199.94,Orb,65.82,SVM,Agent,10,62.0,[1049 1023  593 1025 1325],0.0,67.8,70.14
360,5,235.65,Level Door,77.36,Double,Agent,10,70.4,[537 389 561 553 467],0.2,79.4,85.85
361,5,210.27,Level Door,60.49,Double,Agent,10,44.4,[537 389 561 553 467],0.5,71.0,94.87
362,5,197.10000000000002,Green Door,58.7,Double,Agent,10,45.2,[663 702 805 670 829],0.2,68.2,83.7
363,5,162.73,Green Door,27.7,Double,Agent,10,16.4,[663 702 805 670 829],0.5,57.2,89.13
364,5,154.6,Key Door,43.2,Double,Agent,10,32.4,[1079  930 1052  986  980],0.2,57.4,64.8
365,5,145.31,Key Door,24.75,Double,Agent,10,14.8,[1079  930 1052  986  980],0.5,55.0,75.51
366,5,172.05,Other Door,43.73,Double,Agent,10,30.0,[1273 1326 1339 1160 1238],0.2,61.4,80.65
367,5,156.2,Other Door,14.07,Double,Agent,10,7.6,[1273 1326 1339 1160 1238],0.5,53.6,95.0
368,5,170.32,Key,53.08,Double,Agent,10,44.8,[825 232 836 256 263],0.2,60.4,65.12
369,5,144.7,Key,32.73,Double,Agent,10,21.6,[825 232 836 256 263],0.5,55.6,67.5
370,5,233.65999999999997,Orb,77.82,Double,Agent,10,77.2,[1033  170  798  581  593],0.2,78.0,78.46
371,5,178.75,Orb,50.41,Double,Agent,10,37.2,[1033  170  798  581  593],0.5,63.4,78.15
372,5,258.31,Level Door,85.77,SVM,Agent,10,82.0,[477 371 413 577 529],0.0,86.4,89.91
373,5,202.01999999999998,Green Door,68.16,SVM,Agent,10,79.2,[661 610 788 813 722],0.0,63.0,59.82
374,5,176.02,Key Door,60.26,SVM,Agent,10,74.0,[1086 1049  963  904 1018],0.0,51.2,50.82
375,5,112.94999999999999,Other Door,29.63,SVM,Agent,10,22.4,[1242 1123 1188 1341 1319],0.0,46.8,43.75
376,5,171.57,Key,53.86,SVM,Agent,10,46.0,[301 250 202 306 322],0.0,60.6,64.97
377,5,225.26999999999998,Orb,74.53,SVM,Agent,10,70.8,[ 565  179 1016 1003 1038],0.0,75.8,78.67
378,5,211.45,Level Door,70.42,Double,Agent,10,70.0,[463 369 580 437 453],0.2,70.6,70.85
379,5,188.85,Level Door,55.03,Double,Agent,10,41.6,[463 369 580 437 453],0.5,66.0,81.25
380,5,202.81,Green Door,64.3,Double,Agent,10,54.4,[695 738 714 608 688],0.2,69.8,78.61
381,5,193.5,Green Door,54.14,Double,Agent,10,39.2,[695 738 714 608 688],0.5,66.8,87.5
382,5,180.15999999999997,Key Door,57.08,Double,Agent,10,49.2,[ 856 1015 1097  926  917],0.2,63.0,67.96
383,5,142.44,Key Door,28.11,Double,Agent,10,17.6,[ 856 1015 1097  926  917],0.5,55.0,69.84
384,5,149.67999999999998,Other Door,34.83,Double,Agent,10,23.2,[1127 1151 1224 1321 1314],0.2,56.6,69.88
385,5,131.13,Other Door,11.76,Double,Agent,10,6.4,[1127 1151 1224 1321 1314],0.5,52.0,72.73
386,5,105.2,Key,9.42,Double,Agent,10,5.2,[823 338 220 832 261],0.2,50.0,50.0
387,5,101.2,Key,2.34,Double,Agent,10,1.2,[823 338 220 832 261],0.5,50.0,50.0
388,5,231.25,Orb,76.43,Double,Agent,10,72.0,[1017  193  769  563 1339],0.2,77.8,81.45
389,5,182.23,Orb,43.29,Double,Agent,10,28.4,[1017  193  769  563 1339],0.5,62.8,91.03
390,5,263.95,Level Door,88.02,SVM,Agent,10,94.0,[363 518 362 451 357],0.0,87.2,82.75
391,5,214.06,Green Door,71.93,SVM,Agent,10,82.0,[788 742 719 668 809],0.0,68.0,64.06
392,5,201.78,Key Door,67.07,SVM,Agent,10,66.0,[ 990  965 1062  895 1069],0.0,67.6,68.18
393,5,202.58,Other Door,66.95,SVM,Agent,10,64.0,[1167 1106 1344 1149 1316],0.0,68.4,70.18
394,5,191.06,Key,64.47,SVM,Agent,10,70.4,[ 218 1093  283  348  201],0.0,61.2,59.46
395,5,232.03000000000003,Orb,77.64,SVM,Agent,10,86.8,[1325  590 1311 1006  160],0.0,75.0,70.23
396,5,253.75,Level Door,84.01,Double,Agent,10,78.8,[473 545 531 574 538],0.2,85.0,89.95
397,5,187.81,Level Door,44.65,Double,Agent,10,29.2,[473 545 531 574 538],0.5,63.8,94.81
398,5,178.22,Green Door,57.46,Double,Agent,10,51.6,[806 804 660 723 789],0.2,61.8,64.82
399,5,188.02,Green Door,54.88,Double,Agent,10,41.6,[806 804 660 723 789],0.5,65.8,80.62
400,5,185.73000000000002,Key Door,62.06,Double,Agent,10,62.8,[1033 1071  878  957 1001],0.2,61.6,61.33
401,5,150.64,Key Door,35.33,Double,Agent,10,23.6,[1033 1071  878  957 1001],0.5,56.8,70.24
402,5,165.82,Other Door,50.85,Double,Agent,10,42.0,[1149 1215 1233 1127 1342],0.2,59.4,64.42
403,5,142.21,Other Door,21.31,Double,Agent,10,12.4,[1149 1215 1233 1127 1342],0.5,54.2,75.61
404,5,88.54,Key,19.89,Double,Agent,10,14.4,[ 310  300 1076  348  312],0.2,42.0,32.14
405,5,92.5,Key,10.96,Double,Agent,10,6.4,[ 310  300 1076  348  312],0.5,48.0,38.1
406,5,232.3,Orb,76.0,Double,Agent,10,68.4,[1323 1333  592  752  176],0.2,78.4,85.5
407,5,186.60000000000002,Orb,49.71,Double,Agent,10,34.8,[1323 1333  592  752  176],0.5,64.8,87.0
408,5,207.6,Level Door,69.68,SVM,Agent,10,89.6,[513 476 497 471 395],0.0,61.0,57.0
409,5,184.04000000000002,Green Door,62.44,SVM,Agent,10,70.8,[804 810 804 779 615],0.0,57.4,55.84
410,5,180.9,Key Door,61.11,SVM,Agent,10,66.0,[1027 1094 1070  976  983],0.0,58.0,56.9
411,5,187.26,Other Door,57.21,SVM,Agent,10,46.0,[1228 1276 1230 1213 1162],0.0,65.6,75.66
412,5,224.45,Key,74.54,SVM,Agent,10,97.2,[ 331  222 1089  237  828],0.0,66.8,60.45
413,5,173.97,Orb,59.1,SVM,Agent,10,65.6,[1333  191 1345  789 1328],0.0,54.6,53.77
414,5,249.06,Level Door,82.67,Double,Agent,10,79.2,[525 527 405 573 565],0.2,83.4,86.46
415,5,194.79000000000002,Level Door,54.04,Double,Agent,10,38.8,[525 527 405 573 565],0.5,67.0,88.99
416,5,197.76,Green Door,64.14,Double,Agent,10,57.6,[785 809 849 649 758],0.2,67.8,72.36
417,5,186.95,Green Door,53.12,Double,Agent,10,39.2,[785 809 849 649 758],0.5,65.4,82.35
418,5,171.34,Key Door,53.65,Double,Agent,10,45.6,[1064  971  851  850  919],0.2,60.6,65.14
419,5,143.21,Key Door,11.9,Double,Agent,10,6.4,[1064  971  851  850  919],0.5,52.6,84.21
420,5,213.22,Other Door,68.22,Double,Agent,10,58.4,[1328 1241 1207 1314 1159],0.2,72.8,82.02
421,5,170.88,Other Door,30.77,Double,Agent,10,18.4,[1328 1241 1207 1314 1159],0.5,58.6,93.88
422,5,130.0,Key,37.5,Double,Agent,10,30.0,[267 215 323 822 319],0.2,50.0,50.0
423,5,151.79999999999998,Key,2.37,Double,Agent,10,1.2,[267 215 323 822 319],0.5,50.6,100.0
424,5,220.1,Orb,70.97,Double,Agent,10,61.6,[199 154 557 576 792],0.2,74.8,83.7
425,5,193.40000000000003,Orb,52.27,Double,Agent,10,36.8,[199 154 557 576 792],0.5,66.4,90.2
426,5,209.51999999999998,Level Door,67.58,SVM,Agent,10,59.2,[406 471 549 525 437],0.0,71.6,78.72
427,5,137.76,Green Door,45.09,SVM,Agent,10,43.2,[789 811 696 845 666],0.0,47.4,47.16
428,5,200.02999999999997,Key Door,65.66,SVM,Agent,10,61.2,[1060 1039 1047 1040 1055],0.0,68.0,70.83
429,5,182.07,Other Door,60.41,SVM,Agent,10,59.2,[1169 1190 1153 1244 1289],0.0,61.2,61.67
430,5,172.57,Key,57.02,SVM,Agent,10,55.2,[1054  271  332  342  315],0.0,58.4,58.97
431,5,239.43,Orb,79.24,SVM,Agent,10,74.8,[ 162 1015  552  152  756],0.0,80.4,84.23
432,5,190.5,Level Door,62.18,Double,Agent,10,57.2,[558 427 383 480 474],0.2,65.2,68.1
433,5,185.61,Level Door,47.51,Double,Agent,10,32.4,[558 427 383 480 474],0.5,64.2,89.01
434,5,140.86,Green Door,38.5,Double,Agent,10,28.8,[796 638 641 815 838],0.2,54.0,58.06
435,5,126.67,Green Door,14.29,Double,Agent,10,8.0,[796 638 641 815 838],0.5,52.0,66.67
436,5,156.39,Key Door,50.65,Double,Agent,10,46.8,[1072 1077  923  879 1085],0.2,54.4,55.19
437,5,139.19,Key Door,23.92,Double,Agent,10,14.4,[1072 1077  923  879 1085],0.5,54.2,70.59
438,5,154.41,Other Door,48.75,Double,Agent,10,42.8,[1336 1131 1267 1255 1135],0.2,55.0,56.61
439,5,124.22,Other Door,22.08,Double,Agent,10,13.6,[1336 1131 1267 1255 1135],0.5,52.0,58.62
440,5,142.76999999999998,Key,47.48,Double,Agent,10,47.2,[1051  349  837  218 1075],0.2,47.8,47.77
441,5,85.89,Key,11.26,Double,Agent,10,6.8,[1051  349  837  218 1075],0.5,46.4,32.69
442,5,227.97,Orb,75.72,Double,Agent,10,73.6,[ 771 1010  185  172 1041],0.2,76.4,77.97
443,5,183.09,Orb,41.25,Double,Agent,10,26.4,[ 771 1010  185  172 1041],0.5,62.4,94.29
444,5,236.18,Level Door,78.83,SVM,Agent,10,91.6,[563 421 436 387 360],0.0,75.4,69.18
445,5,169.52,Green Door,57.2,SVM,Agent,10,60.4,[768 756 651 682 734],0.0,54.8,54.32
446,5,179.95,Key Door,61.16,SVM,Agent,10,69.6,[1070  995 1052 1066  905],0.0,55.8,54.55
447,5,198.36,Other Door,65.55,SVM,Agent,10,62.8,[1297 1213 1341 1187 1231],0.0,67.0,68.56
448,5,183.28,Key,60.81,SVM,Agent,10,59.6,[ 310 1078  246  234 1091],0.0,61.6,62.08
449,5,219.15,Orb,71.9,SVM,Agent,10,66.0,[765 582 554 772 764],0.0,74.2,78.95
450,5,219.35999999999999,Level Door,70.4,Double,Agent,10,60.4,[462 479 479 586 401],0.2,74.6,84.36
451,5,194.44,Level Door,50.0,Double,Agent,10,34.0,[462 479 479 586 401],0.5,66.0,94.44
452,5,202.95999999999998,Green Door,66.81,Double,Agent,10,62.8,[739 679 696 704 636],0.2,68.8,71.36
453,5,195.76999999999998,Green Door,57.74,Double,Agent,10,44.0,[739 679 696 704 636],0.5,67.8,83.97
454,5,153.18,Key Door,42.97,Double,Agent,10,32.4,[1090  880  943  961 1019],0.2,57.0,63.78
455,5,140.57,Key Door,15.83,Double,Agent,10,8.8,[1090  880  943  961 1019],0.5,53.2,78.57
456,5,189.89,Other Door,53.3,Double,Agent,10,38.8,[1176 1264 1260 1154 1283],0.2,66.0,85.09
457,5,171.0,Other Door,24.56,Double,Agent,10,14.0,[1176 1264 1260 1154 1283],0.5,57.0,100.0
458,5,132.31,Key,40.92,Double,Agent,10,35.6,[ 215  828  349 1054  805],0.2,48.6,48.11
459,5,98.97999999999999,Key,15.58,Double,Agent,10,9.6,[ 215  828  349 1054  805],0.5,48.0,41.38
460,5,220.98,Orb,71.78,Double,Agent,10,63.6,[1310 1000  798  588  591],0.2,75.0,82.38
461,5,177.92000000000002,Orb,36.25,Double,Agent,10,22.4,[1310 1000  798  588  591],0.5,60.6,94.92
462,5,252.54999999999998,Level Door,84.25,SVM,Agent,10,85.6,[494 575 365 469 567],0.0,84.0,82.95
463,5,199.60999999999999,Green Door,66.4,SVM,Agent,10,65.6,[678 680 824 664 721],0.0,66.8,67.21
464,5,178.51,Key Door,57.4,SVM,Agent,10,51.2,[1004  897  871  903 1075],0.0,62.0,65.31
465,5,203.49,Other Door,68.09,SVM,Agent,10,70.0,[1117 1268 1302 1214 1170],0.0,67.2,66.29
466,5,126.08999999999999,Key,31.75,SVM,Agent,10,22.8,[ 235  820  847 1084  200],0.0,51.0,52.29
467,5,220.21000000000004,Orb,73.86,SVM,Agent,10,80.8,[1026  779  588 1000  174],0.0,71.4,68.01
468,5,202.14,Level Door,67.7,Double,Agent,10,70.0,[490 436 461 359 515],0.2,66.6,65.54
469,5,172.67000000000002,Level Door,28.67,Double,Agent,10,16.8,[490 436 461 359 515],0.5,58.2,97.67
470,5,151.22,Green Door,44.16,Double,Agent,10,34.8,[690 610 644 643 683],0.2,56.0,60.42
471,5,144.21,Green Door,19.01,Double,Agent,10,10.8,[690 610 644 643 683],0.5,54.0,79.41
472,5,171.64000000000001,Key Door,50.0,Double,Agent,10,38.4,[1064  967  955  987 1081],0.2,61.6,71.64
473,5,157.20000000000002,Key Door,9.16,Double,Agent,10,4.8,[1064  967  955  987 1081],0.5,52.4,100.0
474,5,157.23999999999998,Other Door,35.98,Double,Agent,10,23.6,[1279 1129 1307 1120 1314],0.2,58.0,75.64
475,5,120.67,Other Door,6.11,Double,Agent,10,3.2,[1279 1129 1307 1120 1314],0.5,50.8,66.67
476,5,171.56,Key,46.67,Double,Agent,10,33.6,[1095  232  283  802  801],0.2,61.6,76.36
477,5,134.69,Key,21.02,Double,Agent,10,12.4,[1095  232  283  802  801],0.5,53.4,68.89
478,5,200.24,Orb,63.7,Double,Agent,10,54.4,[ 585 1041  150 1023 1301],0.2,69.0,76.84
479,5,175.85999999999999,Orb,37.06,Double,Agent,10,23.2,[ 585 1041  150 1023 1301],0.5,60.6,92.06
480,5,241.42000000000002,Level Door,80.68,SVM,Agent,10,85.2,[441 480 518 572 595],0.0,79.6,76.62
481,5,196.11,Green Door,66.35,SVM,Agent,10,82.0,[688 755 709 741 640],0.0,58.4,55.71
482,5,201.41,Key Door,64.68,SVM,Agent,10,56.4,[ 973 1006  868  927  910],0.0,69.2,75.81
483,5,211.57,Other Door,68.34,SVM,Agent,10,60.0,[1318 1286 1266 1322 1195],0.0,72.2,79.37
484,5,196.54000000000002,Key,66.44,SVM,Agent,10,76.8,[ 250  842  813 1075  814],0.0,61.2,58.54
485,5,244.01999999999998,Orb,81.52,SVM,Agent,10,85.6,[ 758 1323 1008  798  185],0.0,80.6,77.82
486,5,214.55,Level Door,68.54,Double,Agent,10,58.4,[575 587 407 556 495],0.2,73.2,82.95
487,5,188.78000000000003,Level Door,50.0,Double,Agent,10,34.8,[575 587 407 556 495],0.5,65.2,88.78
488,5,192.57999999999998,Green Door,64.29,Double,Agent,10,64.8,[668 696 841 786 731],0.2,64.0,63.78
489,5,187.14999999999998,Green Door,56.78,Double,Agent,10,45.2,[668 696 841 786 731],0.5,65.6,76.35
490,5,163.31,Key Door,49.13,Double,Agent,10,39.6,[1097  985 1029  972  865],0.2,59.0,64.71
491,5,156.69,Key Door,28.48,Double,Agent,10,17.2,[1097  985 1029  972  865],0.5,56.8,82.69
492,5,194.99,Other Door,61.24,Double,Agent,10,51.2,[1213 1207 1286 1146 1276],0.2,67.6,76.19
