,Recall,Accuracy,Precision,Concept,CPR,NumExp,F1Score,Examples,Encoding,Pattern Complexity,TH,PC
931,26.4,62.8,97.06,Other Door,186.26000000000002,5,41.51,[1280 1196 1290 1338 1178],Internal,,0.5,10.0
932,9.6,48.8,44.44,Key,102.83999999999999,5,15.79,[800 250 826 804 802],Internal,,0.2,10.0
933,1.2,49.8,42.86,Key,93.86,5,2.33,[800 250 826 804 802],Internal,,0.5,10.0
934,66.0,70.8,73.01,Orb,209.81,5,69.33,[1323 1309  764  765  785],Internal,,0.2,10.0
935,20.4,56.4,72.86,Orb,149.66,5,31.88,[1323 1309  764  765  785],Internal,,0.5,10.0
936,59.6,73.4,82.32,Level Door,215.32,5,69.14,[354 477 376 356 551],External,,0.2,10.0
937,46.8,70.4,88.64,Level Door,205.84000000000003,5,61.26,[354 477 376 356 551],External,,0.5,10.0
938,37.2,60.4,69.4,Green Door,167.0,5,48.44,[827 754 765 792 837],External,,0.2,10.0
939,15.6,55.0,73.58,Green Door,144.17999999999998,5,25.74,[827 754 765 792 837],External,,0.5,10.0
940,16.4,51.8,56.16,Key Door,124.35999999999999,5,25.39,[1041 1060  949  937  986],External,,0.2,10.0
941,6.4,51.0,59.26,Key Door,116.66,5,11.55,[1041 1060  949  937  986],External,,0.5,10.0
942,28.8,60.4,78.26,Other Door,167.46,5,42.11,[1182 1140 1225 1307 1152],External,,0.2,10.0
943,5.6,52.0,77.78,Other Door,135.38,5,10.45,[1182 1140 1225 1307 1152],External,,0.5,10.0
944,10.0,52.8,69.44,Key,132.24,5,17.48,[205 324 832 349 845],External,,0.2,10.0
945,0.0,50.0,0.0,Key,0.0,5,0.0,[205 324 832 349 845],External,,0.5,10.0
946,12.8,53.0,65.31,Orb,131.11,5,21.4,[ 174  181  563 1345 1321],External,,0.2,10.0
947,7.6,53.4,90.48,Orb,151.48,5,14.02,[ 174  181  563 1345 1321],External,,0.5,10.0
948,69.2,77.2,82.38,Level Door,228.77999999999997,5,75.22,[554 451 592 420 552],Ext+Int,,0.2,10.0
949,12.0,55.6,93.75,Level Door,161.35,5,21.28,[554 451 592 420 552],Ext+Int,,0.5,10.0
950,54.4,63.8,67.0,Green Door,185.20000000000002,5,60.05,[711 823 622 712 712],Ext+Int,,0.2,10.0
951,29.2,60.0,76.04,Green Door,165.24,5,42.2,[711 823 622 712 712],Ext+Int,,0.5,10.0
952,22.0,56.2,69.62,Key Door,147.82,5,33.43,[ 968  993  865 1025  955],Ext+Int,,0.2,10.0
953,6.0,52.8,93.75,Key Door,152.55,5,11.28,[ 968  993  865 1025  955],Ext+Int,,0.5,10.0
954,26.4,49.2,48.53,Other Door,124.13,5,34.2,[1198 1264 1272 1175 1197],Ext+Int,,0.2,10.0
955,10.8,50.8,54.0,Other Door,115.6,5,18.0,[1198 1264 1272 1175 1197],Ext+Int,,0.5,10.0
956,14.0,53.8,68.63,Key,136.43,5,23.26,[801 229 261 299 819],Ext+Int,,0.2,10.0
957,1.6,50.8,100.0,Key,152.4,5,3.15,[801 229 261 299 819],Ext+Int,,0.5,10.0
958,23.6,57.4,72.84,Orb,153.84,5,35.65,[1334 1024  173 1316  767],Ext+Int,,0.2,10.0
959,3.6,51.8,100.0,Orb,155.4,5,6.95,[1334 1024  173 1316  767],Ext+Int,,0.5,10.0
960,69.2,75.0,78.28,Level Door,222.48000000000002,5,73.46,[534 356 432 362 597],Internal,,0.2,10.0
961,24.0,60.2,86.96,Level Door,171.16,5,37.62,[534 356 432 362 597],Internal,,0.5,10.0
962,60.8,64.2,65.24,Green Door,190.24,5,62.94,[808 773 641 604 639],Internal,,0.2,10.0
963,12.4,55.2,86.11,Green Door,153.71,5,21.68,[808 773 641 604 639],Internal,,0.5,10.0
964,25.6,57.4,70.33,Key Door,153.32999999999998,5,37.54,[1043  876  898  908  999],Internal,,0.2,10.0
965,2.8,51.4,100.0,Key Door,154.20000000000002,5,5.45,[1043  876  898  908  999],Internal,,0.5,10.0
966,40.8,59.8,65.81,Other Door,166.41,5,50.37,[1271 1287 1148 1246 1300],Internal,,0.2,10.0
967,13.6,55.4,82.93,Other Door,151.93,5,23.37,[1271 1287 1148 1246 1300],Internal,,0.5,10.0
968,44.4,63.0,70.7,Key,178.1,5,54.55,[310 218 319 287 331],Internal,,0.2,10.0
969,18.4,56.2,75.41,Key,150.01000000000002,5,29.58,[310 218 319 287 331],Internal,,0.5,10.0
970,54.0,56.8,57.2,Orb,168.0,5,55.55,[ 164 1048 1028 1012  751],Internal,,0.2,10.0
971,20.0,56.2,72.46,Orb,148.66,5,31.35,[ 164 1048 1028 1012  751],Internal,,0.5,10.0
972,61.6,75.6,85.56,Level Door,222.76,5,71.63,[555 409 453 476 464],External,,0.2,10.0
973,41.2,69.4,94.5,Level Door,205.10000000000002,5,57.38,[555 409 453 476 464],External,,0.5,10.0
974,45.6,65.0,74.51,Green Door,185.10999999999999,5,56.58,[732 634 701 627 843],External,,0.2,10.0
975,24.0,59.2,81.08,Green Door,164.28,5,37.04,[732 634 701 627 843],External,,0.5,10.0
976,23.2,52.6,56.31,Key Door,132.10999999999999,5,32.86,[1035  977 1075 1074 1061],External,,0.2,10.0
977,6.4,52.0,72.73,Key Door,131.13,5,11.76,[1035  977 1075 1074 1061],External,,0.5,10.0
978,22.8,59.6,86.36,Other Door,168.76000000000002,5,36.08,[1332 1299 1269 1345 1107],External,,0.2,10.0
979,14.0,57.0,100.0,Other Door,171.0,5,24.56,[1332 1299 1269 1345 1107],External,,0.5,10.0
980,9.2,50.4,52.27,Key,111.87,5,15.65,[811 821 347 843 299],External,,0.2,10.0
981,2.8,50.8,70.0,Key,123.6,5,5.38,[811 821 347 843 299],External,,0.5,10.0
982,37.2,60.4,69.4,Orb,167.0,5,48.44,[ 595  575 1011 1311 1345],External,,0.2,10.0
983,20.8,55.4,67.53,Orb,143.73000000000002,5,31.8,[ 595  575 1011 1311 1345],External,,0.5,10.0
984,68.4,75.2,79.17,Level Door,222.77,5,73.39,[354 388 592 429 483],Ext+Int,,0.2,10.0
985,46.4,69.0,84.67,Level Door,200.07000000000002,5,59.95,[354 388 592 429 483],Ext+Int,,0.5,10.0
986,52.8,64.6,69.11,Green Door,186.51,5,59.86,[784 670 820 786 839],Ext+Int,,0.2,10.0
987,21.6,58.0,79.41,Green Door,159.01,5,33.96,[784 670 820 786 839],Ext+Int,,0.5,10.0
988,27.6,52.8,55.65,Key Door,136.04999999999998,5,36.9,[1020  958  853  877 1029],Ext+Int,,0.2,10.0
989,8.0,51.4,60.61,Key Door,120.00999999999999,5,14.13,[1020  958  853  877 1029],Ext+Int,,0.5,10.0
990,12.0,49.0,46.15,Other Door,107.15,5,19.05,[1274 1250 1320 1255 1177],Ext+Int,,0.2,10.0
991,8.0,50.2,51.28,Other Door,109.48,5,13.84,[1274 1250 1320 1255 1177],Ext+Int,,0.5,10.0
992,15.6,50.2,50.65,Key,116.44999999999999,5,23.85,[ 206  288  342  247 1065],Ext+Int,,0.2,10.0
993,0.0,50.0,0.0,Key,0.0,5,0.0,[ 206  288  342  247 1065],Ext+Int,,0.5,10.0
994,45.6,60.6,65.14,Orb,171.34,5,53.65,[ 550  783  173 1315 1329],Ext+Int,,0.2,10.0
995,2.8,49.8,46.67,Orb,99.27,5,5.28,[ 550  783  173 1315 1329],Ext+Int,,0.5,10.0
996,64.0,71.8,75.83,Level Door,211.63,5,69.41,[464 353 446 389 472],Internal,,0.2,10.0
997,17.2,58.2,95.56,Level Door,170.95999999999998,5,29.15,[464 353 446 389 472],Internal,,0.5,10.0
998,51.6,69.4,80.12,Green Door,201.12,5,62.77,[805 791 790 765 650],Internal,,0.2,10.0
999,42.4,66.4,81.54,Green Door,190.34,5,55.79,[805 791 790 765 650],Internal,,0.5,10.0
1000,32.0,57.2,64.52,Key Door,153.72,5,42.78,[1023  905  952  962 1020],Internal,,0.2,10.0
1001,6.0,51.8,71.43,Key Door,129.23000000000002,5,11.07,[1023  905  952  962 1020],Internal,,0.5,10.0
1002,41.6,56.0,58.43,Other Door,156.03,5,48.6,[1237 1152 1268 1151 1223],Internal,,0.2,10.0
1003,18.0,57.6,86.54,Other Door,162.14000000000001,5,29.8,[1237 1152 1268 1151 1223],Internal,,0.5,10.0
1004,41.2,62.2,71.03,Key,174.43,5,52.15,[ 333  849  274 1063 1051],Internal,,0.2,10.0
1005,11.6,53.4,70.73,Key,135.73,5,19.93,[ 333  849  274 1063 1051],Internal,,0.5,10.0
1006,60.4,76.4,88.82,Orb,225.62,5,71.9,[181 767 564 578 582],Internal,,0.2,10.0
1007,36.0,64.8,84.91,Orb,185.70999999999998,5,50.56,[181 767 564 578 582],Internal,,0.5,10.0
1008,64.8,76.6,84.82,Level Door,226.21999999999997,5,73.47,[360 473 540 498 541],External,,0.2,10.0
1009,30.8,63.8,90.59,Level Door,185.19,5,45.97,[360 473 540 498 541],External,,0.5,10.0
1010,37.6,63.2,77.05,Green Door,177.85,5,50.54,[734 710 846 759 665],External,,0.2,10.0
1011,7.2,53.6,100.0,Green Door,160.79999999999998,5,13.43,[734 710 846 759 665],External,,0.5,10.0
1012,11.2,52.4,63.64,Key Door,127.24,5,19.05,[ 967  953  888 1032  966],External,,0.2,10.0
1013,6.4,51.8,69.57,Key Door,127.77,5,11.72,[ 967  953  888 1032  966],External,,0.5,10.0
1014,19.6,57.0,77.78,Other Door,154.38,5,31.31,[1269 1323 1344 1241 1206],External,,0.2,10.0
1015,7.6,53.4,90.48,Other Door,151.48,5,14.02,[1269 1323 1344 1241 1206],External,,0.5,10.0
1016,8.8,50.8,55.0,Key,114.6,5,15.17,[1090 1074  251  842  291],External,,0.2,10.0
1017,2.0,50.8,83.33,Key,136.13,5,3.91,[1090 1074  251  842  291],External,,0.5,10.0
1018,16.0,55.4,75.47,Orb,146.87,5,26.4,[1326  170  169  179 1344],External,,0.2,10.0
1019,11.2,54.8,87.5,Orb,153.5,5,19.86,[1326  170  169  179 1344],External,,0.5,10.0
1020,61.2,68.4,71.5,Level Door,201.10000000000002,5,65.95,[465 439 426 525 592],Ext+Int,,0.2,10.0
1021,37.6,65.8,86.24,Level Door,189.64,5,52.37,[465 439 426 525 592],Ext+Int,,0.5,10.0
1022,50.8,63.4,67.91,Green Door,182.11,5,58.12,[803 820 609 666 648],Ext+Int,,0.2,10.0
1023,15.6,54.6,70.91,Green Door,141.10999999999999,5,25.57,[803 820 609 666 648],Ext+Int,,0.5,10.0
1024,31.6,56.6,63.2,Key Door,151.4,5,42.13,[ 855  994 1055  998  861],Ext+Int,,0.2,10.0
1025,6.4,52.8,88.89,Key Door,148.09,5,11.94,[ 855  994 1055  998  861],Ext+Int,,0.5,10.0
1026,28.4,51.8,53.38,Other Door,133.58,5,37.07,[1184 1293 1284 1184 1309],Ext+Int,,0.2,10.0
1027,8.4,47.6,38.89,Other Door,94.89000000000001,5,13.82,[1184 1293 1284 1184 1309],Ext+Int,,0.5,10.0
1028,23.6,53.2,57.84,Key,134.64000000000001,5,33.52,[260 259 840 258 240],Ext+Int,,0.2,10.0
1029,4.0,49.6,45.45,Key,99.05000000000001,5,7.35,[260 259 840 258 240],Ext+Int,,0.5,10.0
1030,48.8,65.0,72.19,Orb,185.99,5,58.23,[1015 1034  775  560  197],Ext+Int,,0.2,10.0
1031,23.2,59.0,81.69,Orb,163.89,5,36.14,[1015 1034  775  560  197],Ext+Int,,0.5,10.0
1032,51.2,62.2,65.64,Level Door,179.04000000000002,5,57.53,[385 590 412 580 549],Internal,,0.2,10.0
1033,32.4,62.2,80.2,Level Door,174.8,5,46.15,[385 590 412 580 549],Internal,,0.5,10.0
1034,57.2,60.0,60.59,Green Door,177.79000000000002,5,58.85,[801 656 769 687 783],Internal,,0.2,10.0
1035,19.2,54.0,63.16,Green Door,136.35999999999999,5,29.45,[801 656 769 687 783],Internal,,0.5,10.0
1036,17.6,57.0,83.02,Key Door,157.61999999999998,5,29.04,[ 893  860 1011  858  975],Internal,,0.2,10.0
1037,4.4,52.2,100.0,Key Door,156.6,5,8.43,[ 893  860 1011  858  975],Internal,,0.5,10.0
1038,64.0,67.0,68.09,Other Door,199.09,5,65.98,[1124 1304 1287 1277 1284],Internal,,0.2,10.0
1039,26.4,63.2,100.0,Other Door,189.6,5,41.77,[1124 1304 1287 1277 1284],Internal,,0.5,10.0
1040,36.8,56.2,60.13,Key,153.13,5,45.66,[222 253 264 842 296],Internal,,0.2,10.0
1041,20.0,55.0,66.67,Key,141.67000000000002,5,30.77,[222 253 264 842 296],Internal,,0.5,10.0
1042,66.8,78.4,86.98,Orb,232.18,5,75.57,[ 575  583 1020 1043 1035],Internal,,0.2,10.0
1043,25.6,61.4,90.14,Orb,177.14,5,39.88,[ 575  583 1020 1043 1035],Internal,,0.5,10.0
1044,62.4,75.4,84.32,Level Door,222.12,5,71.72,[598 450 465 590 580],External,,0.2,10.0
1045,28.0,61.4,84.34,Level Door,173.74,5,42.04,[598 450 465 590 580],External,,0.5,10.0
1046,54.0,64.8,68.88,Green Door,187.68,5,60.54,[602 838 626 658 669],External,,0.2,10.0
1047,21.2,55.6,67.95,Green Door,144.75,5,32.32,[602 838 626 658 669],External,,0.5,10.0
1048,15.2,53.8,66.67,Key Door,135.67,5,24.76,[ 943  897  859  873 1062],External,,0.2,10.0
1049,5.6,52.0,77.78,Key Door,135.38,5,10.45,[ 943  897  859  873 1062],External,,0.5,10.0
1050,21.6,57.8,78.26,Other Door,157.66,5,33.86,[1134 1304 1330 1198 1222],External,,0.2,10.0
1051,4.8,52.4,100.0,Other Door,157.20000000000002,5,9.16,[1134 1304 1330 1198 1222],External,,0.5,10.0
1052,24.8,57.8,72.94,Key,155.54000000000002,5,37.01,[1091  260  326  332  298],External,,0.2,10.0
1053,15.6,55.8,79.59,Key,150.98999999999998,5,26.09,[1091  260  326  332  298],External,,0.5,10.0
1054,24.8,54.4,60.78,Orb,139.98000000000002,5,35.23,[ 588 1345  559  153 1345],External,,0.2,10.0
1055,2.4,50.0,50.0,Orb,102.4,5,4.58,[ 588 1345  559  153 1345],External,,0.5,10.0
1056,59.2,74.6,85.55,Level Door,219.34999999999997,5,69.98,[407 422 364 472 423],Ext+Int,,0.2,10.0
1057,42.8,70.0,93.86,Level Door,206.66000000000003,5,58.79,[407 422 364 472 423],Ext+Int,,0.5,10.0
1058,59.6,65.6,67.73,Green Door,192.92999999999998,5,63.41,[605 662 633 778 805],Ext+Int,,0.2,10.0
1059,16.8,52.4,58.33,Green Door,127.52999999999999,5,26.09,[605 662 633 778 805],Ext+Int,,0.5,10.0
1060,19.2,50.4,51.06,Key Door,120.66000000000001,5,27.91,[ 943 1042 1065 1048 1050],Ext+Int,,0.2,10.0
1061,8.0,51.0,57.14,Key Door,116.14,5,14.04,[ 943 1042 1065 1048 1050],Ext+Int,,0.5,10.0
1062,26.8,58.8,74.44,Other Door,160.04000000000002,5,39.41,[1192 1240 1300 1271 1218],Ext+Int,,0.2,10.0
1063,0.4,50.2,100.0,Other Door,150.6,5,0.8,[1192 1240 1300 1271 1218],Ext+Int,,0.5,10.0
1064,4.4,51.8,84.62,Key,140.82000000000002,5,8.37,[1083  234  274  213 1071],Ext+Int,,0.2,10.0
1065,1.2,50.6,100.0,Key,151.79999999999998,5,2.37,[1083  234  274  213 1071],Ext+Int,,0.5,10.0
1066,58.0,64.0,65.91,Orb,187.91,5,61.7,[1334  585  182  762 1023],Ext+Int,,0.2,10.0
1067,22.8,58.2,78.08,Orb,159.08,5,35.29,[1334  585  182  762 1023],Ext+Int,,0.5,10.0
1068,74.0,79.8,83.71,Level Door,237.51,5,78.56,[434 590 501 439 468],Internal,,0.2,10.0
1069,38.0,66.2,87.16,Level Door,191.36,5,52.93,[434 590 501 439 468],Internal,,0.5,10.0
1070,48.0,59.8,62.83,Green Door,170.63,5,54.42,[828 768 644 830 825],Internal,,0.2,10.0
1071,24.0,55.8,65.93,Green Door,145.73000000000002,5,35.19,[828 768 644 830 825],Internal,,0.5,10.0
1072,56.4,61.6,62.95,Key Door,180.95000000000002,5,59.5,[1017  852 1069  951  856],Internal,,0.2,10.0
1073,18.8,55.4,70.15,Key Door,144.35000000000002,5,29.65,[1017  852 1069  951  856],Internal,,0.5,10.0
1074,40.8,52.6,53.4,Other Door,146.8,5,46.26,[1315 1150 1161 1208 1249],Internal,,0.2,10.0
1075,19.2,55.6,70.59,Other Door,145.39,5,30.19,[1315 1150 1161 1208 1249],Internal,,0.5,10.0
1076,37.2,55.8,59.24,Key,152.24,5,45.7,[1069 1062  247  215  207],Internal,,0.2,10.0
1077,16.0,54.6,70.18,Key,140.78,5,26.06,[1069 1062  247  215  207],Internal,,0.5,10.0
1078,72.0,72.6,72.87,Orb,217.47,5,72.43,[ 753 1317  793 1312  150],Internal,,0.2,10.0
1079,26.4,60.0,80.49,Orb,166.89000000000001,5,39.76,[ 753 1317  793 1312  150],Internal,,0.5,10.0
1080,59.6,74.4,84.66,Level Door,218.66,5,69.95,[560 479 480 429 571],External,,0.2,10.0
1081,41.2,68.4,90.35,Level Door,199.95,5,56.59,[560 479 480 429 571],External,,0.5,10.0
1082,30.4,57.6,66.67,Green Door,154.67000000000002,5,41.76,[658 778 695 746 831],External,,0.2,10.0
1083,9.6,52.4,66.67,Green Door,128.67,5,16.78,[658 778 695 746 831],External,,0.5,10.0
1084,11.2,52.2,62.22,Key Door,125.62,5,18.98,[1028  911 1046  919  901],External,,0.2,10.0
1085,1.6,50.6,80.0,Key Door,132.2,5,3.14,[1028  911 1046  919  901],External,,0.5,10.0
1086,24.8,56.4,67.39,Other Door,148.59,5,36.26,[1273 1285 1142 1200 1345],External,,0.2,10.0
1087,5.6,50.6,56.0,Other Door,112.19999999999999,5,10.18,[1273 1285 1142 1200 1345],External,,0.5,10.0
1088,4.0,51.6,83.33,Key,138.93,5,7.63,[ 345  200  808 1099  282],External,,0.2,10.0
1089,0.4,50.2,100.0,Key,150.6,5,0.8,[ 345  200  808 1099  282],External,,0.5,10.0
1090,26.4,57.6,70.21,Orb,154.21,5,38.37,[ 785  563  189  150 1346],External,,0.2,10.0
1091,18.8,56.8,78.33,Orb,153.93,5,30.32,[ 785  563  189  150 1346],External,,0.5,10.0
1092,65.2,74.0,79.13,Level Door,218.32999999999998,5,71.49,[538 466 508 487 517],Ext+Int,,0.2,10.0
1093,15.2,55.8,80.85,Level Door,151.84999999999997,5,25.59,[538 466 508 487 517],Ext+Int,,0.5,10.0
1094,42.4,64.0,74.65,Green Door,181.05,5,54.08,[785 754 752 688 614],Ext+Int,,0.2,10.0
1095,11.2,54.0,77.78,Green Door,142.98,5,19.58,[785 754 752 688 614],Ext+Int,,0.5,10.0
1096,27.2,53.0,56.2,Key Door,136.4,5,36.66,[1037  924 1065  851 1093],Ext+Int,,0.2,10.0
1097,14.0,52.0,58.33,Key Door,124.33,5,22.58,[1037  924 1065  851 1093],Ext+Int,,0.5,10.0
1098,30.4,53.2,55.88,Other Door,139.48000000000002,5,39.38,[1100 1107 1131 1199 1288],Ext+Int,,0.2,10.0
1099,11.2,53.0,68.29,Other Door,132.49,5,19.24,[1100 1107 1131 1199 1288],Ext+Int,,0.5,10.0
1100,20.8,48.2,46.02,Key,115.02,5,28.65,[1096  225  239 1087  322],Ext+Int,,0.2,10.0
1101,1.6,50.8,100.0,Key,152.4,5,3.15,[1096  225  239 1087  322],Ext+Int,,0.5,10.0
1102,30.0,53.2,55.97,Orb,139.17000000000002,5,39.06,[1329  795  175 1319 1024],Ext+Int,,0.2,10.0
1103,3.6,51.8,100.0,Orb,155.4,5,6.95,[1329  795  175 1319 1024],Ext+Int,,0.5,10.0
1104,62.4,68.8,71.56,Level Door,202.76000000000002,5,66.67,[374 589 467 450 424],Internal,,0.2,10.0
1105,32.8,63.8,86.32,Level Door,182.92000000000002,5,47.54,[374 589 467 450 424],Internal,,0.5,10.0
1106,58.4,61.0,61.6,Green Door,181.0,5,59.96,[777 677 751 806 756],Internal,,0.2,10.0
1107,13.2,50.0,50.0,Green Door,113.2,5,20.89,[777 677 751 806 756],Internal,,0.5,10.0
1108,31.6,59.2,70.54,Key Door,161.34,5,43.65,[ 910 1048 1045  971  926],Internal,,0.2,10.0
1109,12.4,55.6,91.18,Key Door,159.18,5,21.83,[ 910 1048 1045  971  926],Internal,,0.5,10.0
1110,47.6,70.2,86.86,Other Door,204.66,5,61.5,[1308 1153 1162 1240 1124],Internal,,0.2,10.0
1111,10.0,55.0,100.0,Other Door,165.0,5,18.18,[1308 1153 1162 1240 1124],Internal,,0.5,10.0
1112,37.6,50.4,50.54,Key,138.54,5,43.12,[1065  202  332 1081  239],Internal,,0.2,10.0
1113,8.0,48.8,43.48,Key,100.28,5,13.51,[1065  202  332 1081  239],Internal,,0.5,10.0
1114,62.4,67.0,68.72,Orb,198.12,5,65.41,[ 779 1340  171  578 1004],Internal,,0.2,10.0
1115,32.8,60.2,72.57,Orb,165.57,5,45.18,[ 779 1340  171  578 1004],Internal,,0.5,10.0
1116,50.8,69.8,81.94,Level Door,202.54000000000002,5,62.72,[387 493 523 565 378],External,,0.2,10.0
1117,41.2,67.8,88.03,Level Door,197.02999999999997,5,56.13,[387 493 523 565 378],External,,0.5,10.0
1118,20.4,57.6,79.69,Green Door,157.69,5,32.48,[617 814 718 742 658],External,,0.2,10.0
1119,1.2,50.6,100.0,Green Door,151.79999999999998,5,2.37,[617 814 718 742 658],External,,0.5,10.0
1120,14.8,55.2,77.08,Key Door,147.08,5,24.83,[ 987  933 1065 1093 1079],External,,0.2,10.0
1121,2.0,51.0,100.0,Key Door,153.0,5,3.92,[ 987  933 1065 1093 1079],External,,0.5,10.0
1122,14.0,50.6,52.24,Other Door,116.84,5,22.08,[1133 1349 1315 1187 1147],External,,0.2,10.0
1123,1.6,49.8,44.44,Other Door,95.83999999999999,5,3.09,[1133 1349 1315 1187 1147],External,,0.5,10.0
1124,11.6,50.0,50.0,Key,111.6,5,18.83,[ 250  846  208  265 1076],External,,0.2,10.0
1125,0.8,50.2,66.67,Key,117.67,5,1.58,[ 250  846  208  265 1076],External,,0.5,10.0
1126,31.6,56.2,62.2,Orb,150.0,5,41.91,[ 756  599  784  585 1042],External,,0.2,10.0
1127,13.2,53.0,64.71,Orb,130.91,5,21.93,[ 756  599  784  585 1042],External,,0.5,10.0
1128,57.2,69.0,74.87,Level Door,201.07,5,64.85,[596 400 466 550 458],Ext+Int,,0.2,10.0
1129,32.8,63.4,84.54,Level Door,180.74,5,47.26,[596 400 466 550 458],Ext+Int,,0.5,10.0
1130,21.2,52.6,56.99,Green Door,130.79,5,30.9,[757 800 810 735 759],Ext+Int,,0.2,10.0
1131,8.4,52.2,67.74,Green Door,128.34,5,14.95,[757 800 810 735 759],Ext+Int,,0.5,10.0
1132,35.2,59.0,67.18,Key Door,161.38,5,46.2,[1098 1006  853  989  957],Ext+Int,,0.2,10.0
1133,7.6,53.2,86.36,Key Door,147.16,5,13.97,[1098 1006  853  989  957],Ext+Int,,0.5,10.0
1134,23.6,44.8,40.97,Other Door,109.37,5,29.95,[1148 1341 1197 1336 1178],Ext+Int,,0.2,10.0
1135,10.0,47.2,39.06,Other Door,96.26,5,15.92,[1148 1341 1197 1336 1178],Ext+Int,,0.5,10.0
1136,16.0,52.0,57.14,Key,125.14,5,25.0,[ 346  310 1081  272  258],Ext+Int,,0.2,10.0
1137,7.2,52.2,72.0,Key,131.4,5,13.09,[ 346  310 1081  272  258],Ext+Int,,0.5,10.0
1138,45.6,63.0,69.94,Orb,178.54,5,55.21,[ 578  589 1010  161 1002],Ext+Int,,0.2,10.0
1139,26.0,58.4,73.86,Orb,158.26,5,38.46,[ 578  589 1010  161 1002],Ext+Int,,0.5,10.0
1140,46.4,68.6,83.45,Level Door,198.45000000000002,5,59.64,[441 411 462 355 397],Internal,,0.2,10.0
1141,27.2,63.2,97.14,Level Door,187.54,5,42.5,[441 411 462 355 397],Internal,,0.5,10.0
1142,65.6,65.4,65.34,Green Door,196.34,5,65.47,[698 712 728 736 674],Internal,,0.2,10.0
1143,41.6,65.2,78.79,Green Door,185.59,5,54.45,[698 712 728 736 674],Internal,,0.5,10.0
1144,40.0,56.6,59.88,Key Door,156.48000000000002,5,47.96,[ 959 1011  956 1081  902],Internal,,0.2,10.0
1145,9.6,51.4,58.54,Key Door,119.53999999999999,5,16.49,[ 959 1011  956 1081  902],Internal,,0.5,10.0
1146,54.0,74.8,92.47,Other Door,221.26999999999998,5,68.18,[1196 1290 1277 1141 1213],Internal,,0.2,10.0
1147,22.4,60.6,94.92,Other Door,177.92000000000002,5,36.25,[1196 1290 1277 1141 1213],Internal,,0.5,10.0
1148,34.8,58.8,66.92,Key,160.51999999999998,5,45.79,[ 841  329  231 1079 1087],Internal,,0.2,10.0
1149,12.0,54.6,81.08,Key,147.68,5,20.91,[ 841  329  231 1079 1087],Internal,,0.5,10.0
1150,68.8,69.0,69.08,Orb,206.88,5,68.94,[1328  766  550 1307 1316],Internal,,0.2,10.0
1151,24.4,57.0,70.11,Orb,151.51,5,36.2,[1328  766  550 1307 1316],Internal,,0.5,10.0
1152,55.6,74.0,87.97,Level Door,217.57,5,68.14,[488 563 527 356 547],External,,0.2,10.0
1153,37.6,67.2,92.16,Level Door,196.96,5,53.41,[488 563 527 356 547],External,,0.5,10.0
1154,34.8,60.2,70.73,Green Door,165.73000000000002,5,46.65,[749 764 641 826 654],External,,0.2,10.0
1155,15.6,55.2,75.0,Green Door,145.79999999999998,5,25.83,[749 764 641 826 654],External,,0.5,10.0
1156,16.8,55.8,76.36,Key Door,148.96,5,27.54,[ 997 1098  851  850  960],External,,0.2,10.0
1157,5.2,52.0,81.25,Key Door,138.45,5,9.77,[ 997 1098  851  850  960],External,,0.5,10.0
1158,18.4,57.6,85.19,Other Door,161.19,5,30.26,[1323 1189 1222 1275 1306],External,,0.2,10.0
1159,4.8,52.4,100.0,Other Door,157.20000000000002,5,9.16,[1323 1189 1222 1275 1306],External,,0.5,10.0
1160,9.6,46.6,36.92,Key,93.12,5,15.24,[ 231  333  228  841 1081],External,,0.2,10.0
1161,4.4,51.0,64.71,Key,120.11,5,8.24,[ 231  333  228  841 1081],External,,0.5,10.0
1162,7.2,50.2,51.43,Orb,108.83,5,12.63,[ 771  556 1045  566 1347],External,,0.2,10.0
1163,2.0,50.2,55.56,Orb,107.76,5,3.86,[ 771  556 1045  566 1347],External,,0.5,10.0
1164,61.6,73.6,81.05,Level Door,216.24999999999997,5,70.0,[587 409 374 500 417],Ext+Int,,0.2,10.0
1165,44.8,69.4,88.19,Level Door,202.39,5,59.42,[587 409 374 500 417],Ext+Int,,0.5,10.0
1166,50.8,67.0,75.15,Green Door,192.95,5,60.62,[623 829 615 679 602],Ext+Int,,0.2,10.0
1167,34.0,62.8,80.19,Green Door,176.99,5,47.75,[623 829 615 679 602],Ext+Int,,0.5,10.0
1168,23.6,53.0,57.28,Key Door,133.88,5,33.43,[1083 1027  942 1075 1079],Ext+Int,,0.2,10.0
1169,5.6,51.6,70.0,Key Door,127.19999999999999,5,10.37,[1083 1027  942 1075 1079],Ext+Int,,0.5,10.0
1170,16.8,51.0,53.16,Other Door,120.96,5,25.53,[1342 1315 1125 1111 1187],Ext+Int,,0.2,10.0
1171,9.2,51.4,58.97,Other Door,119.57000000000001,5,15.92,[1342 1315 1125 1111 1187],Ext+Int,,0.5,10.0
1172,12.8,52.8,64.0,Key,129.6,5,21.33,[247 828 259 331 329],Ext+Int,,0.2,10.0
1173,2.4,51.0,85.71,Key,139.10999999999999,5,4.67,[247 828 259 331 329],Ext+Int,,0.5,10.0
1174,49.2,62.0,66.13,Orb,177.32999999999998,5,56.42,[1005 1327  581 1334  178],Ext+Int,,0.2,10.0
